,Load_2029
2029-12-14 00:00:00+01:00,52667.8
2029-12-14 01:00:00+01:00,50660.3
2029-12-14 02:00:00+01:00,49524.3
2029-12-14 03:00:00+01:00,49827.1
2029-12-14 04:00:00+01:00,50885.3
2029-12-14 05:00:00+01:00,53316.6
2029-12-14 06:00:00+01:00,60199.0
2029-12-14 07:00:00+01:00,66758.6
2029-12-14 08:00:00+01:00,69068.3
2029-12-14 09:00:00+01:00,68935.2
2029-12-14 10:00:00+01:00,69758.0
2029-12-14 11:00:00+01:00,70106.1
2029-12-14 12:00:00+01:00,69750.8
2029-12-14 13:00:00+01:00,68558.1
2029-12-14 14:00:00+01:00,67215.3
2029-12-14 15:00:00+01:00,66634.1
2029-12-14 16:00:00+01:00,68066.2
2029-12-14 17:00:00+01:00,69976.4
2029-12-14 18:00:00+01:00,68134.9
2029-12-14 19:00:00+01:00,65517.4
2029-12-14 20:00:00+01:00,61852.3
2029-12-14 21:00:00+01:00,59227.0
2029-12-14 22:00:00+01:00,57098.7
2029-12-14 23:00:00+01:00,53875.8
