,Load_2026
2026-02-13 00:00:00+01:00,51824.0
2026-02-13 01:00:00+01:00,49922.2
2026-02-13 02:00:00+01:00,49061.1
2026-02-13 03:00:00+01:00,49172.5
2026-02-13 04:00:00+01:00,49966.1
2026-02-13 05:00:00+01:00,52285.0
2026-02-13 06:00:00+01:00,58637.6
2026-02-13 07:00:00+01:00,64084.4
2026-02-13 08:00:00+01:00,65965.5
2026-02-13 09:00:00+01:00,66651.6
2026-02-13 10:00:00+01:00,67198.1
2026-02-13 11:00:00+01:00,67746.5
2026-02-13 12:00:00+01:00,66464.1
2026-02-13 13:00:00+01:00,65048.6
2026-02-13 14:00:00+01:00,63723.7
2026-02-13 15:00:00+01:00,62639.9
2026-02-13 16:00:00+01:00,61923.7
2026-02-13 17:00:00+01:00,64000.8
2026-02-13 18:00:00+01:00,66866.8
2026-02-13 19:00:00+01:00,65621.3
2026-02-13 20:00:00+01:00,61377.3
2026-02-13 21:00:00+01:00,58760.6
2026-02-13 22:00:00+01:00,57038.2
2026-02-13 23:00:00+01:00,54044.5
