,Load_2026
2026-12-13 00:00:00+01:00,46294.7
2026-12-13 01:00:00+01:00,43925.4
2026-12-13 02:00:00+01:00,42647.0
2026-12-13 03:00:00+01:00,41981.6
2026-12-13 04:00:00+01:00,42359.8
2026-12-13 05:00:00+01:00,42009.8
2026-12-13 06:00:00+01:00,41368.3
2026-12-13 07:00:00+01:00,43103.2
2026-12-13 08:00:00+01:00,45918.3
2026-12-13 09:00:00+01:00,49195.0
2026-12-13 10:00:00+01:00,51493.7
2026-12-13 11:00:00+01:00,53598.0
2026-12-13 12:00:00+01:00,53288.2
2026-12-13 13:00:00+01:00,51633.0
2026-12-13 14:00:00+01:00,50389.3
2026-12-13 15:00:00+01:00,50105.0
2026-12-13 16:00:00+01:00,52467.4
2026-12-13 17:00:00+01:00,55768.1
2026-12-13 18:00:00+01:00,56875.3
2026-12-13 19:00:00+01:00,55955.3
2026-12-13 20:00:00+01:00,54285.3
2026-12-13 21:00:00+01:00,53037.3
2026-12-13 22:00:00+01:00,52708.1
2026-12-13 23:00:00+01:00,49789.7
