,Load_2026
2026-02-07 00:00:00+01:00,51504.7
2026-02-07 01:00:00+01:00,49417.1
2026-02-07 02:00:00+01:00,48166.2
2026-02-07 03:00:00+01:00,47400.3
2026-02-07 04:00:00+01:00,47111.3
2026-02-07 05:00:00+01:00,46587.8
2026-02-07 06:00:00+01:00,47200.5
2026-02-07 07:00:00+01:00,49952.4
2026-02-07 08:00:00+01:00,53450.4
2026-02-07 09:00:00+01:00,56531.2
2026-02-07 10:00:00+01:00,57660.1
2026-02-07 11:00:00+01:00,58549.2
2026-02-07 12:00:00+01:00,58452.0
2026-02-07 13:00:00+01:00,56953.1
2026-02-07 14:00:00+01:00,56072.3
2026-02-07 15:00:00+01:00,55174.2
2026-02-07 16:00:00+01:00,55508.7
2026-02-07 17:00:00+01:00,58752.2
2026-02-07 18:00:00+01:00,61718.7
2026-02-07 19:00:00+01:00,59775.1
2026-02-07 20:00:00+01:00,55861.8
2026-02-07 21:00:00+01:00,53155.2
2026-02-07 22:00:00+01:00,53069.8
2026-02-07 23:00:00+01:00,50554.3
