,Load_2024
2024-05-03 00:00:00+02:00,42142.5
2024-05-03 01:00:00+02:00,40002.6
2024-05-03 02:00:00+02:00,39622.0
2024-05-03 03:00:00+02:00,39484.3
2024-05-03 04:00:00+02:00,40267.6
2024-05-03 05:00:00+02:00,41830.1
2024-05-03 06:00:00+02:00,44692.5
2024-05-03 07:00:00+02:00,48997.4
2024-05-03 08:00:00+02:00,51612.6
2024-05-03 09:00:00+02:00,54040.9
2024-05-03 10:00:00+02:00,55655.1
2024-05-03 11:00:00+02:00,57380.6
2024-05-03 12:00:00+02:00,56838.1
2024-05-03 13:00:00+02:00,55293.3
2024-05-03 14:00:00+02:00,53827.7
2024-05-03 15:00:00+02:00,52664.8
2024-05-03 16:00:00+02:00,51633.2
2024-05-03 17:00:00+02:00,51674.0
2024-05-03 18:00:00+02:00,51729.0
2024-05-03 19:00:00+02:00,51351.3
2024-05-03 20:00:00+02:00,50300.6
2024-05-03 21:00:00+02:00,49676.9
2024-05-03 22:00:00+02:00,47737.9
2024-05-03 23:00:00+02:00,43994.3
