,Load_2024
2024-09-01 00:00:00+02:00,38011.8
2024-09-01 01:00:00+02:00,36488.2
2024-09-01 02:00:00+02:00,35463.5
2024-09-01 03:00:00+02:00,35071.9
2024-09-01 04:00:00+02:00,35045.6
2024-09-01 05:00:00+02:00,35359.3
2024-09-01 06:00:00+02:00,36061.4
2024-09-01 07:00:00+02:00,37505.9
2024-09-01 08:00:00+02:00,40243.6
2024-09-01 09:00:00+02:00,43060.7
2024-09-01 10:00:00+02:00,44654.3
2024-09-01 11:00:00+02:00,47500.6
2024-09-01 12:00:00+02:00,46583.3
2024-09-01 13:00:00+02:00,45413.1
2024-09-01 14:00:00+02:00,45237.0
2024-09-01 15:00:00+02:00,44356.1
2024-09-01 16:00:00+02:00,43273.4
2024-09-01 17:00:00+02:00,44140.7
2024-09-01 18:00:00+02:00,45476.2
2024-09-01 19:00:00+02:00,45932.9
2024-09-01 20:00:00+02:00,47111.5
2024-09-01 21:00:00+02:00,46546.8
2024-09-01 22:00:00+02:00,45184.4
2024-09-01 23:00:00+02:00,41876.5
