,Load_2020
2020-08-17 00:00:00+02:00,38852.7
2020-08-17 01:00:00+02:00,37690.3
2020-08-17 02:00:00+02:00,37176.8
2020-08-17 03:00:00+02:00,37094.0
2020-08-17 04:00:00+02:00,38195.3
2020-08-17 05:00:00+02:00,41940.5
2020-08-17 06:00:00+02:00,48851.4
2020-08-17 07:00:00+02:00,55146.4
2020-08-17 08:00:00+02:00,58958.1
2020-08-17 09:00:00+02:00,60649.4
2020-08-17 10:00:00+02:00,62219.7
2020-08-17 11:00:00+02:00,63520.1
2020-08-17 12:00:00+02:00,62705.8
2020-08-17 13:00:00+02:00,61712.0
2020-08-17 14:00:00+02:00,60768.2
2020-08-17 15:00:00+02:00,59769.1
2020-08-17 16:00:00+02:00,58015.5
2020-08-17 17:00:00+02:00,57607.4
2020-08-17 18:00:00+02:00,57473.8
2020-08-17 19:00:00+02:00,56953.1
2020-08-17 20:00:00+02:00,54962.2
2020-08-17 21:00:00+02:00,53482.4
2020-08-17 22:00:00+02:00,49474.4
2020-08-17 23:00:00+02:00,45735.4
