,Load_2020
2020-09-23 00:00:00+02:00,42053.1
2020-09-23 01:00:00+02:00,40760.1
2020-09-23 02:00:00+02:00,40043.7
2020-09-23 03:00:00+02:00,40565.3
2020-09-23 04:00:00+02:00,41769.9
2020-09-23 05:00:00+02:00,45213.6
2020-09-23 06:00:00+02:00,53187.9
2020-09-23 07:00:00+02:00,59109.9
2020-09-23 08:00:00+02:00,61254.3
2020-09-23 09:00:00+02:00,62138.7
2020-09-23 10:00:00+02:00,63061.8
2020-09-23 11:00:00+02:00,64297.3
2020-09-23 12:00:00+02:00,63962.8
2020-09-23 13:00:00+02:00,63044.7
2020-09-23 14:00:00+02:00,61987.7
2020-09-23 15:00:00+02:00,60441.7
2020-09-23 16:00:00+02:00,58787.3
2020-09-23 17:00:00+02:00,58741.2
2020-09-23 18:00:00+02:00,58882.0
2020-09-23 19:00:00+02:00,60620.7
2020-09-23 20:00:00+02:00,58741.3
2020-09-23 21:00:00+02:00,54327.6
2020-09-23 22:00:00+02:00,50865.6
2020-09-23 23:00:00+02:00,47079.6
