,Load_2020
2020-09-10 00:00:00+02:00,43592.4
2020-09-10 01:00:00+02:00,42012.4
2020-09-10 02:00:00+02:00,41324.6
2020-09-10 03:00:00+02:00,41615.6
2020-09-10 04:00:00+02:00,42539.3
2020-09-10 05:00:00+02:00,45867.2
2020-09-10 06:00:00+02:00,53681.1
2020-09-10 07:00:00+02:00,58824.8
2020-09-10 08:00:00+02:00,61472.4
2020-09-10 09:00:00+02:00,61686.8
2020-09-10 10:00:00+02:00,62470.3
2020-09-10 11:00:00+02:00,63438.7
2020-09-10 12:00:00+02:00,62840.3
2020-09-10 13:00:00+02:00,62341.3
2020-09-10 14:00:00+02:00,61203.2
2020-09-10 15:00:00+02:00,60344.4
2020-09-10 16:00:00+02:00,59019.3
2020-09-10 17:00:00+02:00,58354.7
2020-09-10 18:00:00+02:00,58303.4
2020-09-10 19:00:00+02:00,59310.3
2020-09-10 20:00:00+02:00,59486.3
2020-09-10 21:00:00+02:00,54950.4
2020-09-10 22:00:00+02:00,50615.3
2020-09-10 23:00:00+02:00,46693.3
