,Load_2020
2020-04-23 00:00:00+02:00,44260.1
2020-04-23 01:00:00+02:00,42586.2
2020-04-23 02:00:00+02:00,41830.0
2020-04-23 03:00:00+02:00,42370.3
2020-04-23 04:00:00+02:00,43532.6
2020-04-23 05:00:00+02:00,46631.1
2020-04-23 06:00:00+02:00,52668.7
2020-04-23 07:00:00+02:00,58446.7
2020-04-23 08:00:00+02:00,61221.7
2020-04-23 09:00:00+02:00,61668.0
2020-04-23 10:00:00+02:00,62701.7
2020-04-23 11:00:00+02:00,63700.5
2020-04-23 12:00:00+02:00,63258.5
2020-04-23 13:00:00+02:00,61217.6
2020-04-23 14:00:00+02:00,60874.8
2020-04-23 15:00:00+02:00,60278.5
2020-04-23 16:00:00+02:00,58739.7
2020-04-23 17:00:00+02:00,57861.7
2020-04-23 18:00:00+02:00,57425.3
2020-04-23 19:00:00+02:00,57062.3
2020-04-23 20:00:00+02:00,56250.0
2020-04-23 21:00:00+02:00,55266.2
2020-04-23 22:00:00+02:00,51725.9
2020-04-23 23:00:00+02:00,47335.2
