,Load_2020
2020-04-14 00:00:00+02:00,46645.2
2020-04-14 01:00:00+02:00,44650.3
2020-04-14 02:00:00+02:00,43887.3
2020-04-14 03:00:00+02:00,44354.1
2020-04-14 04:00:00+02:00,45345.7
2020-04-14 05:00:00+02:00,48621.3
2020-04-14 06:00:00+02:00,55388.6
2020-04-14 07:00:00+02:00,60425.9
2020-04-14 08:00:00+02:00,62566.2
2020-04-14 09:00:00+02:00,63574.7
2020-04-14 10:00:00+02:00,64925.0
2020-04-14 11:00:00+02:00,65951.1
2020-04-14 12:00:00+02:00,65511.8
2020-04-14 13:00:00+02:00,63823.9
2020-04-14 14:00:00+02:00,63721.2
2020-04-14 15:00:00+02:00,62869.3
2020-04-14 16:00:00+02:00,60682.7
2020-04-14 17:00:00+02:00,59948.0
2020-04-14 18:00:00+02:00,59332.2
2020-04-14 19:00:00+02:00,59171.6
2020-04-14 20:00:00+02:00,58810.7
2020-04-14 21:00:00+02:00,56607.2
2020-04-14 22:00:00+02:00,52817.3
2020-04-14 23:00:00+02:00,48534.9
