,Load_2021
2021-10-11 00:00:00+02:00,40525.1
2021-10-11 01:00:00+02:00,39116.1
2021-10-11 02:00:00+02:00,38371.5
2021-10-11 03:00:00+02:00,38981.2
2021-10-11 04:00:00+02:00,40455.7
2021-10-11 05:00:00+02:00,44303.8
2021-10-11 06:00:00+02:00,53610.9
2021-10-11 07:00:00+02:00,60098.7
2021-10-11 08:00:00+02:00,62070.6
2021-10-11 09:00:00+02:00,62218.7
2021-10-11 10:00:00+02:00,62962.5
2021-10-11 11:00:00+02:00,64013.2
2021-10-11 12:00:00+02:00,63643.3
2021-10-11 13:00:00+02:00,63075.0
2021-10-11 14:00:00+02:00,62024.3
2021-10-11 15:00:00+02:00,60874.2
2021-10-11 16:00:00+02:00,59303.2
2021-10-11 17:00:00+02:00,59231.4
2021-10-11 18:00:00+02:00,60813.9
2021-10-11 19:00:00+02:00,63359.9
2021-10-11 20:00:00+02:00,59509.2
2021-10-11 21:00:00+02:00,55510.6
2021-10-11 22:00:00+02:00,51953.8
2021-10-11 23:00:00+02:00,47602.5
