,Load_2021
2021-12-24 00:00:00+01:00,40959.9
2021-12-24 01:00:00+01:00,38944.3
2021-12-24 02:00:00+01:00,38126.4
2021-12-24 03:00:00+01:00,37790.0
2021-12-24 04:00:00+01:00,38487.0
2021-12-24 05:00:00+01:00,39332.1
2021-12-24 06:00:00+01:00,41268.4
2021-12-24 07:00:00+01:00,44542.9
2021-12-24 08:00:00+01:00,47215.7
2021-12-24 09:00:00+01:00,49144.4
2021-12-24 10:00:00+01:00,50580.8
2021-12-24 11:00:00+01:00,52348.7
2021-12-24 12:00:00+01:00,51639.4
2021-12-24 13:00:00+01:00,49484.6
2021-12-24 14:00:00+01:00,47891.7
2021-12-24 15:00:00+01:00,47182.9
2021-12-24 16:00:00+01:00,49023.0
2021-12-24 17:00:00+01:00,52360.9
2021-12-24 18:00:00+01:00,52419.8
2021-12-24 19:00:00+01:00,51279.2
2021-12-24 20:00:00+01:00,49166.8
2021-12-24 21:00:00+01:00,47833.2
2021-12-24 22:00:00+01:00,47359.6
2021-12-24 23:00:00+01:00,44415.9
