,Load_2021
2021-02-26 00:00:00+01:00,51518.7
2021-02-26 01:00:00+01:00,49735.5
2021-02-26 02:00:00+01:00,48659.8
2021-02-26 03:00:00+01:00,48551.0
2021-02-26 04:00:00+01:00,49534.5
2021-02-26 05:00:00+01:00,52052.3
2021-02-26 06:00:00+01:00,58244.2
2021-02-26 07:00:00+01:00,63580.2
2021-02-26 08:00:00+01:00,65460.5
2021-02-26 09:00:00+01:00,65257.7
2021-02-26 10:00:00+01:00,65963.6
2021-02-26 11:00:00+01:00,66663.3
2021-02-26 12:00:00+01:00,66317.3
2021-02-26 13:00:00+01:00,65289.8
2021-02-26 14:00:00+01:00,63816.3
2021-02-26 15:00:00+01:00,62884.2
2021-02-26 16:00:00+01:00,61830.8
2021-02-26 17:00:00+01:00,62184.1
2021-02-26 18:00:00+01:00,65521.5
2021-02-26 19:00:00+01:00,64687.8
2021-02-26 20:00:00+01:00,60680.7
2021-02-26 21:00:00+01:00,58048.2
2021-02-26 22:00:00+01:00,56587.2
2021-02-26 23:00:00+01:00,53707.3
