,Load_2021
2021-12-29 00:00:00+01:00,41109.5
2021-12-29 01:00:00+01:00,39125.4
2021-12-29 02:00:00+01:00,38294.2
2021-12-29 03:00:00+01:00,38274.8
2021-12-29 04:00:00+01:00,38606.6
2021-12-29 05:00:00+01:00,39281.1
2021-12-29 06:00:00+01:00,40091.3
2021-12-29 07:00:00+01:00,41921.8
2021-12-29 08:00:00+01:00,44550.7
2021-12-29 09:00:00+01:00,46987.4
2021-12-29 10:00:00+01:00,48611.4
2021-12-29 11:00:00+01:00,49580.2
2021-12-29 12:00:00+01:00,49441.3
2021-12-29 13:00:00+01:00,47798.1
2021-12-29 14:00:00+01:00,46628.6
2021-12-29 15:00:00+01:00,46323.7
2021-12-29 16:00:00+01:00,48229.2
2021-12-29 17:00:00+01:00,50819.6
2021-12-29 18:00:00+01:00,50679.9
2021-12-29 19:00:00+01:00,49032.2
2021-12-29 20:00:00+01:00,46317.4
2021-12-29 21:00:00+01:00,45013.7
2021-12-29 22:00:00+01:00,44629.3
2021-12-29 23:00:00+01:00,42101.6
