,Load_2021
2021-08-09 00:00:00+02:00,39109.8
2021-08-09 01:00:00+02:00,38002.7
2021-08-09 02:00:00+02:00,37312.3
2021-08-09 03:00:00+02:00,37416.3
2021-08-09 04:00:00+02:00,38206.6
2021-08-09 05:00:00+02:00,41499.0
2021-08-09 06:00:00+02:00,47409.3
2021-08-09 07:00:00+02:00,52890.4
2021-08-09 08:00:00+02:00,56702.6
2021-08-09 09:00:00+02:00,58683.6
2021-08-09 10:00:00+02:00,60152.0
2021-08-09 11:00:00+02:00,61481.8
2021-08-09 12:00:00+02:00,60988.3
2021-08-09 13:00:00+02:00,60327.5
2021-08-09 14:00:00+02:00,59483.1
2021-08-09 15:00:00+02:00,58264.7
2021-08-09 16:00:00+02:00,56985.4
2021-08-09 17:00:00+02:00,56065.5
2021-08-09 18:00:00+02:00,55954.8
2021-08-09 19:00:00+02:00,55569.4
2021-08-09 20:00:00+02:00,53408.6
2021-08-09 21:00:00+02:00,52061.7
2021-08-09 22:00:00+02:00,48575.3
2021-08-09 23:00:00+02:00,44677.7
