,Load_2021
2021-04-11 00:00:00+02:00,41825.0
2021-04-11 01:00:00+02:00,39476.6
2021-04-11 02:00:00+02:00,38322.9
2021-04-11 03:00:00+02:00,37994.3
2021-04-11 04:00:00+02:00,38308.3
2021-04-11 05:00:00+02:00,38533.5
2021-04-11 06:00:00+02:00,38106.3
2021-04-11 07:00:00+02:00,39547.5
2021-04-11 08:00:00+02:00,42353.5
2021-04-11 09:00:00+02:00,45638.3
2021-04-11 10:00:00+02:00,48418.4
2021-04-11 11:00:00+02:00,50838.3
2021-04-11 12:00:00+02:00,51133.6
2021-04-11 13:00:00+02:00,49614.2
2021-04-11 14:00:00+02:00,48059.4
2021-04-11 15:00:00+02:00,46541.3
2021-04-11 16:00:00+02:00,45895.8
2021-04-11 17:00:00+02:00,46293.1
2021-04-11 18:00:00+02:00,47551.6
2021-04-11 19:00:00+02:00,48461.7
2021-04-11 20:00:00+02:00,50041.3
2021-04-11 21:00:00+02:00,49932.5
2021-04-11 22:00:00+02:00,49632.3
2021-04-11 23:00:00+02:00,46403.8
