,Load_2023
2023-06-05 00:00:00+02:00,40170.9
2023-06-05 01:00:00+02:00,38408.4
2023-06-05 02:00:00+02:00,37546.3
2023-06-05 03:00:00+02:00,37931.3
2023-06-05 04:00:00+02:00,39036.3
2023-06-05 05:00:00+02:00,42271.8
2023-06-05 06:00:00+02:00,49600.7
2023-06-05 07:00:00+02:00,55703.3
2023-06-05 08:00:00+02:00,59606.2
2023-06-05 09:00:00+02:00,60777.7
2023-06-05 10:00:00+02:00,62138.3
2023-06-05 11:00:00+02:00,63490.7
2023-06-05 12:00:00+02:00,63137.1
2023-06-05 13:00:00+02:00,62448.3
2023-06-05 14:00:00+02:00,61378.3
2023-06-05 15:00:00+02:00,59803.2
2023-06-05 16:00:00+02:00,57196.6
2023-06-05 17:00:00+02:00,57586.0
2023-06-05 18:00:00+02:00,56969.8
2023-06-05 19:00:00+02:00,56680.3
2023-06-05 20:00:00+02:00,54812.7
2023-06-05 21:00:00+02:00,53049.7
2023-06-05 22:00:00+02:00,50979.5
2023-06-05 23:00:00+02:00,46498.6
