,Load_2023
2023-02-08 00:00:00+01:00,51760.3
2023-02-08 01:00:00+01:00,49858.3
2023-02-08 02:00:00+01:00,49058.1
2023-02-08 03:00:00+01:00,49140.0
2023-02-08 04:00:00+01:00,49834.4
2023-02-08 05:00:00+01:00,52276.9
2023-02-08 06:00:00+01:00,59260.8
2023-02-08 07:00:00+01:00,66087.1
2023-02-08 08:00:00+01:00,67882.1
2023-02-08 09:00:00+01:00,67923.4
2023-02-08 10:00:00+01:00,69156.8
2023-02-08 11:00:00+01:00,70361.3
2023-02-08 12:00:00+01:00,69149.3
2023-02-08 13:00:00+01:00,68669.8
2023-02-08 14:00:00+01:00,67577.5
2023-02-08 15:00:00+01:00,66731.3
2023-02-08 16:00:00+01:00,65603.9
2023-02-08 17:00:00+01:00,67801.2
2023-02-08 18:00:00+01:00,70311.4
2023-02-08 19:00:00+01:00,68600.8
2023-02-08 20:00:00+01:00,64392.8
2023-02-08 21:00:00+01:00,61614.3
2023-02-08 22:00:00+01:00,58967.7
2023-02-08 23:00:00+01:00,55042.2
