,Load_2023
2023-08-25 00:00:00+02:00,41969.9
2023-08-25 01:00:00+02:00,40641.7
2023-08-25 02:00:00+02:00,40028.4
2023-08-25 03:00:00+02:00,39969.7
2023-08-25 04:00:00+02:00,40811.5
2023-08-25 05:00:00+02:00,43834.6
2023-08-25 06:00:00+02:00,49956.0
2023-08-25 07:00:00+02:00,54589.5
2023-08-25 08:00:00+02:00,57482.8
2023-08-25 09:00:00+02:00,59024.0
2023-08-25 10:00:00+02:00,60559.1
2023-08-25 11:00:00+02:00,61687.8
2023-08-25 12:00:00+02:00,60339.3
2023-08-25 13:00:00+02:00,60245.7
2023-08-25 14:00:00+02:00,58765.1
2023-08-25 15:00:00+02:00,57205.6
2023-08-25 16:00:00+02:00,56230.6
2023-08-25 17:00:00+02:00,55678.6
2023-08-25 18:00:00+02:00,54934.1
2023-08-25 19:00:00+02:00,54009.8
2023-08-25 20:00:00+02:00,52592.2
2023-08-25 21:00:00+02:00,51148.7
2023-08-25 22:00:00+02:00,48150.6
2023-08-25 23:00:00+02:00,44252.3
