,Load_2023
2023-08-01 00:00:00+02:00,43674.1
2023-08-01 01:00:00+02:00,42423.9
2023-08-01 02:00:00+02:00,41653.0
2023-08-01 03:00:00+02:00,41545.3
2023-08-01 04:00:00+02:00,42221.3
2023-08-01 05:00:00+02:00,44716.1
2023-08-01 06:00:00+02:00,50490.9
2023-08-01 07:00:00+02:00,55818.1
2023-08-01 08:00:00+02:00,59278.6
2023-08-01 09:00:00+02:00,60795.7
2023-08-01 10:00:00+02:00,62856.1
2023-08-01 11:00:00+02:00,64241.4
2023-08-01 12:00:00+02:00,63233.9
2023-08-01 13:00:00+02:00,62598.6
2023-08-01 14:00:00+02:00,61789.9
2023-08-01 15:00:00+02:00,61023.3
2023-08-01 16:00:00+02:00,59830.7
2023-08-01 17:00:00+02:00,59379.5
2023-08-01 18:00:00+02:00,58216.2
2023-08-01 19:00:00+02:00,57400.1
2023-08-01 20:00:00+02:00,54781.5
2023-08-01 21:00:00+02:00,53222.2
2023-08-01 22:00:00+02:00,49982.6
2023-08-01 23:00:00+02:00,46185.9
