,coal,gas,lignite,oil,other,pumped-storage,run-of-the-river,seasonal-store,uranium,Solar_Post,Wind_Post,Solar_Ante,Wind_Ante,Load Ahead,Load,Import,Export
2013-01-10 00:00:00+01:00,9253.3,1338.8,16553.9,145.0,61.3,175.0,638.1,62.0,12137.7,0.0,8182.8,0.0,7256.2,48226.0,51117.0,203.0,8858.0
2013-01-10 01:00:00+01:00,8999.4,1316.4,16535.5,144.0,61.5,105.6,616.3,52.8,12139.1,0.0,7862.0,0.0,7402.8,46780.0,49136.0,349.0,8943.0
2013-01-10 02:00:00+01:00,8375.6,1329.6,16488.8,146.0,61.1,65.2,614.1,32.6,12137.1,0.0,7942.9,0.0,7625.2,46325.0,48242.0,645.0,9152.0
2013-01-10 03:00:00+01:00,8236.4,1353.6,16627.7,145.0,60.8,18.0,612.2,9.0,12135.2,0.0,8732.6,0.0,7875.2,45836.0,49190.0,818.0,9229.0
2013-01-10 04:00:00+01:00,8582.1,1392.5,16714.2,145.0,58.7,16.8,609.6,8.4,12134.4,0.0,9258.2,0.0,8061.8,46690.0,50308.0,849.0,9215.0
2013-01-10 05:00:00+01:00,9837.3,1467.1,16710.4,146.0,88.2,164.0,608.8,18.4,12132.6,0.0,9150.7,0.0,8160.2,49004.0,52463.0,711.0,9447.0
2013-01-10 06:00:00+01:00,12460.5,1897.1,16771.0,180.4,111.0,392.4,607.1,81.0,12133.4,0.0,9327.1,0.0,8193.2,55173.0,59556.0,422.0,7949.0
2013-01-10 07:00:00+01:00,13600.3,2277.7,16779.3,319.2,118.5,517.4,604.8,93.3,12131.1,0.0,8880.8,2.8,8186.8,60883.0,66517.0,1950.0,6422.0
2013-01-10 08:00:00+01:00,14018.7,2275.6,16839.0,320.7,136.7,771.1,599.9,42.3,12133.7,41.9,9317.2,71.2,8262.5,64423.0,69493.0,2064.0,5672.0
2013-01-10 09:00:00+01:00,13945.8,2252.3,16666.0,315.4,153.4,610.7,593.0,24.9,12133.3,455.8,9440.6,465.2,8381.0,65205.0,69269.0,2076.0,5667.0
2013-01-10 10:00:00+01:00,13905.0,2161.7,16655.8,315.5,152.5,499.3,586.3,25.4,12127.7,1259.2,9489.7,1140.7,8399.2,65905.0,69560.0,2189.0,5456.0
2013-01-10 11:00:00+01:00,13806.5,2169.3,16806.1,327.8,153.5,599.2,583.9,24.6,12127.5,2015.1,9259.2,1752.4,8405.8,67365.0,70153.0,2166.0,5606.0
2013-01-10 12:00:00+01:00,13864.7,2151.1,16627.7,322.6,155.3,625.6,580.5,12.0,12134.7,2099.6,8958.5,1960.3,8437.8,67420.0,69231.0,1989.0,6179.0
2013-01-10 13:00:00+01:00,13844.1,2181.3,16451.1,315.3,152.4,650.6,577.3,22.7,12132.3,2002.7,8641.6,1729.1,8168.0,67270.0,68728.0,2102.0,4098.0
2013-01-10 14:00:00+01:00,13787.8,2425.4,16556.7,328.1,152.6,992.1,579.3,25.6,12127.9,1381.0,8413.1,1182.1,7461.5,66467.0,68039.0,2152.0,6175.0
2013-01-10 15:00:00+01:00,13864.4,2834.7,16554.5,332.0,152.7,1547.1,583.6,21.8,12124.3,564.4,7227.8,443.6,6690.5,66048.0,67165.0,2224.0,2994.0
2013-01-10 16:00:00+01:00,14180.6,3083.1,16541.1,420.1,151.7,1136.4,586.8,76.7,12123.7,76.0,6488.3,61.6,5970.8,67195.0,66363.0,2580.0,5724.0
2013-01-10 17:00:00+01:00,14216.4,3326.9,16551.9,442.8,154.4,2418.3,589.2,172.5,12127.0,0.8,5739.9,0.1,5430.5,69786.0,69034.0,2697.0,5352.0
2013-01-10 18:00:00+01:00,14201.6,3360.7,16566.1,423.5,156.0,2322.5,589.0,178.8,12128.6,0.0,5176.7,0.0,5002.0,69434.0,68691.0,2979.0,5186.0
2013-01-10 19:00:00+01:00,14191.1,3061.0,16575.1,427.5,153.3,1392.4,591.5,231.4,12137.8,0.0,4355.8,0.0,4630.0,67218.0,66738.0,3122.0,5116.0
2013-01-10 20:00:00+01:00,14139.4,2333.6,16489.5,303.9,153.1,643.6,591.0,88.2,12140.8,0.0,4032.8,0.0,4251.8,63412.0,62514.0,2850.0,5770.0
2013-01-10 21:00:00+01:00,14025.1,1728.4,16392.2,170.3,153.2,358.0,590.7,107.1,12145.1,0.0,3827.9,0.0,3919.8,60931.0,59530.0,2904.0,6600.0
2013-01-10 22:00:00+01:00,13325.6,1617.9,16463.5,151.0,154.6,598.9,590.3,99.0,12149.1,0.0,3914.6,0.0,3660.0,58621.0,57025.0,2658.0,6754.0
2013-01-10 23:00:00+01:00,12319.4,1584.8,16301.2,152.0,155.4,399.9,591.7,88.7,12146.3,0.0,3759.7,0.0,3515.5,53526.0,52001.0,1313.0,7605.0
