,coal,gas,lignite,oil,other,pumped-storage,run-of-the-river,seasonal-store,uranium,Solar_Post,Wind_Post,Solar_Ante,Wind_Ante,Load Ahead,Load,Import,Export
2013-02-13 00:00:00+01:00,13162.2,1665.3,18889.4,155.0,141.1,493.9,480.9,138.1,10721.9,0.0,1314.9,0.0,1596.4,54747.0,55179.0,476.0,7258.0
2013-02-13 01:00:00+01:00,12825.6,1554.7,18851.6,155.0,128.2,378.2,490.0,134.1,10726.6,0.0,1141.7,0.0,1544.3,53078.0,53257.0,99.0,6970.0
2013-02-13 02:00:00+01:00,12598.0,1537.1,18814.6,154.0,146.2,288.8,490.3,142.2,10725.8,0.0,1092.6,0.0,1525.8,52413.0,52268.0,136.0,7328.0
2013-02-13 03:00:00+01:00,12362.2,1558.9,18843.4,155.0,151.9,202.2,488.3,112.8,10724.6,0.0,1090.7,0.0,1465.6,52299.0,52141.0,298.0,7162.0
2013-02-13 04:00:00+01:00,12051.7,1899.6,19007.7,155.0,144.0,220.9,490.2,127.1,10721.0,0.0,1162.9,0.0,1413.0,52588.0,52957.0,429.0,7087.0
2013-02-13 05:00:00+01:00,12314.9,2319.5,19247.2,218.4,139.4,318.6,490.8,138.6,10723.9,0.0,1296.0,0.0,1371.9,54802.0,55380.0,1053.0,7143.0
2013-02-13 06:00:00+01:00,12967.3,3053.3,19270.2,423.1,147.3,667.6,490.4,185.2,10717.1,0.0,1261.8,0.2,1324.3,61563.0,61539.0,2268.0,6612.0
2013-02-13 07:00:00+01:00,13150.2,3505.3,19290.5,692.3,148.1,1619.0,490.3,549.6,10709.3,13.6,1278.8,56.9,1267.5,68882.0,66979.0,2843.0,4732.0
2013-02-13 08:00:00+01:00,13594.9,3904.7,19290.6,870.1,141.8,2170.3,488.1,477.2,10713.5,290.1,1223.8,639.8,1147.7,71100.0,69664.0,2500.0,4798.0
2013-02-13 09:00:00+01:00,13948.3,4069.9,19371.1,872.4,142.5,2170.3,483.4,645.3,10710.9,1102.3,1101.2,2104.3,967.6,71107.0,70380.0,2509.0,5290.0
2013-02-13 10:00:00+01:00,13972.8,4082.1,19358.7,868.9,144.0,2300.2,483.7,754.1,10714.5,2633.9,990.2,3995.3,861.2,72166.0,69539.0,2369.0,5434.0
2013-02-13 11:00:00+01:00,13987.0,4061.7,19284.0,838.2,136.1,1828.8,486.4,491.9,10717.2,4006.8,970.2,5560.2,833.9,71928.0,70154.0,2445.0,5295.0
2013-02-13 12:00:00+01:00,13992.8,3868.7,19181.5,809.5,132.9,733.5,487.5,306.7,10718.2,4649.0,1029.4,6214.1,856.8,71084.0,69836.0,2665.0,4763.0
2013-02-13 13:00:00+01:00,14010.7,3875.3,19168.0,839.7,143.1,829.3,489.1,393.3,10716.0,4249.2,1109.8,5846.1,858.4,70693.0,69288.0,2594.0,5335.0
2013-02-13 14:00:00+01:00,14008.8,3841.9,19059.1,860.9,141.7,1015.6,476.1,642.3,10716.8,3218.9,1161.0,4719.5,900.0,69828.0,68353.0,2824.0,5344.0
2013-02-13 15:00:00+01:00,13986.4,3997.5,18935.0,826.6,141.5,1002.3,459.8,648.3,10697.6,2129.8,1112.6,2969.6,884.0,68889.0,67980.0,3069.0,5347.0
2013-02-13 16:00:00+01:00,13960.4,4268.0,18517.4,789.3,143.3,923.6,464.5,476.6,10700.0,908.6,1168.1,1254.8,870.8,67961.0,66928.0,3335.0,5365.0
2013-02-13 17:00:00+01:00,13954.4,4474.6,18577.4,789.3,142.4,1722.4,469.6,453.5,10712.3,107.5,1204.2,175.1,832.2,70014.0,68599.0,3308.0,4228.0
2013-02-13 18:00:00+01:00,13993.0,4956.4,18699.3,888.4,147.4,3264.7,486.1,709.1,10711.2,0.0,1290.3,0.5,881.8,72494.0,72271.0,3132.0,4596.0
2013-02-13 19:00:00+01:00,13968.4,4477.6,18707.6,823.4,148.4,2753.0,503.7,541.0,10710.9,0.0,1392.0,0.0,845.8,70855.0,71514.0,3334.0,4554.0
2013-02-13 20:00:00+01:00,13939.1,3890.0,18797.3,791.7,148.5,1366.2,506.7,519.9,10712.5,0.0,1604.2,0.0,828.4,66073.0,67225.0,2899.0,5085.0
2013-02-13 21:00:00+01:00,13753.8,2916.0,18867.9,786.4,142.6,605.8,511.0,154.5,10715.7,0.0,1862.8,0.0,875.0,63805.0,64352.0,3221.0,6071.0
2013-02-13 22:00:00+01:00,13574.8,2431.5,19080.9,314.4,148.9,452.2,513.8,103.5,10713.1,0.0,2046.0,0.0,972.6,61067.0,62357.0,3132.0,6525.0
2013-02-13 23:00:00+01:00,13524.2,1748.5,19323.3,153.0,150.3,258.2,516.7,64.4,10703.6,0.0,2428.4,0.0,1075.6,56930.0,57726.0,1132.0,6655.0
