,coal,gas,lignite,oil,other,pumped-storage,run-of-the-river,seasonal-store,uranium,Solar_Post,Wind_Post,Solar_Ante,Wind_Ante,Load Ahead,Load,Import,Export
2015-05-08 00:00:00+02:00,7506.1,1369.0,14907.5,220.0,42.0,299.6,661.0,105.7,10395.4,0.0,1342.2,0.0,1592.2,46864.8,44810.8,4487.0,3129.0
2015-05-08 01:00:00+02:00,6419.7,1373.2,14877.8,221.0,42.0,243.0,689.1,144.1,10417.5,0.0,1399.2,0.0,1638.0,44925.5,42814.8,5400.0,2889.0
2015-05-08 02:00:00+02:00,5726.9,1355.7,14605.7,219.0,41.0,170.1,691.4,139.3,10421.6,0.0,1674.8,0.0,1584.2,44104.8,41677.2,5328.0,2593.0
2015-05-08 03:00:00+02:00,5363.3,1375.2,14511.3,220.0,41.0,271.4,690.0,80.2,10418.7,0.0,1873.0,0.0,1707.5,44597.8,41904.5,5698.0,2205.0
2015-05-08 04:00:00+02:00,5409.7,1371.1,14636.5,220.0,40.0,215.9,689.1,69.8,10424.7,0.0,2159.5,0.0,1729.0,46083.5,43478.5,6775.0,2026.0
2015-05-08 05:00:00+02:00,6180.6,1439.6,14870.7,220.0,39.0,292.9,689.4,97.3,10426.2,27.0,2152.2,50.8,1666.8,49287.5,46952.2,7408.0,1826.0
2015-05-08 06:00:00+02:00,8256.0,1558.7,15002.6,219.0,38.0,846.1,690.0,215.5,10441.8,982.2,2234.8,956.0,1558.8,56456.5,53940.0,8952.0,1689.0
2015-05-08 07:00:00+02:00,9668.8,1716.4,14981.7,221.0,39.0,2071.3,691.0,152.5,10483.9,3845.2,2092.0,4264.2,1339.8,62144.0,59916.0,9086.0,1651.0
2015-05-08 08:00:00+02:00,9938.3,1797.7,14626.1,220.0,40.0,2392.2,692.8,99.9,10460.1,8108.5,1331.8,8915.5,1040.8,64932.8,62465.8,7822.0,1851.0
2015-05-08 09:00:00+02:00,9726.6,1775.2,14277.7,219.0,41.0,1268.6,693.9,79.9,10393.3,13088.8,843.2,13857.8,820.8,65729.2,63025.0,6618.0,2546.0
2015-05-08 10:00:00+02:00,9283.4,1630.2,14101.8,219.0,41.0,468.3,693.7,74.0,10370.4,17309.2,914.8,18225.8,686.0,66795.2,64346.5,5674.0,3025.0
2015-05-08 11:00:00+02:00,9249.6,1543.5,13982.7,221.0,41.0,528.4,687.4,79.6,10355.0,20204.0,1097.5,21214.2,617.2,67962.0,65478.0,4817.0,3994.0
2015-05-08 12:00:00+02:00,9375.1,1540.4,13373.1,220.0,41.0,629.5,686.4,96.3,10363.4,21442.5,994.2,22620.8,612.5,67156.5,64756.8,3484.0,4801.0
2015-05-08 13:00:00+02:00,8927.6,1468.4,13137.9,220.0,41.0,349.9,686.7,89.8,10353.9,21493.5,891.5,22386.2,608.2,65800.5,63671.8,3186.0,4831.0
2015-05-08 14:00:00+02:00,7918.1,1482.8,13207.1,221.0,41.0,544.8,685.4,131.4,10311.1,20440.5,911.8,20859.8,560.5,64571.8,62092.5,3285.0,4639.0
2015-05-08 15:00:00+02:00,7061.9,1445.6,13334.7,220.0,41.0,588.0,684.4,104.2,10306.6,18105.8,971.5,17686.2,572.8,62934.2,60571.0,4459.0,3784.0
2015-05-08 16:00:00+02:00,6924.7,1383.4,13638.5,220.0,41.0,748.3,684.8,130.0,10314.6,14387.5,1132.5,13829.2,679.8,61878.2,59622.2,5525.0,3191.0
2015-05-08 17:00:00+02:00,7918.8,1356.1,14084.9,219.0,42.0,1066.9,684.6,152.4,10314.4,9470.8,1392.8,9345.5,902.2,61189.5,58643.5,7563.0,2749.0
2015-05-08 18:00:00+02:00,9279.0,1423.9,14322.0,219.0,42.0,1427.4,682.4,137.0,10310.6,5104.0,1869.2,5157.8,1209.5,60881.0,57924.2,8261.0,2120.0
2015-05-08 19:00:00+02:00,10557.1,1488.6,14325.7,219.0,41.0,1584.2,681.6,99.3,10299.0,1882.5,2488.0,1997.0,1761.2,60305.2,56844.0,8683.0,2296.0
2015-05-08 20:00:00+02:00,10226.1,1469.3,14304.7,219.0,42.0,1574.1,682.2,183.6,10310.7,234.8,3468.2,298.5,2492.5,58068.0,55112.0,8210.0,2613.0
2015-05-08 21:00:00+02:00,9169.4,1438.5,14277.0,219.0,41.0,1180.5,684.9,158.3,10305.2,0.2,5232.2,0.5,3299.5,56410.5,54533.2,7721.0,2444.0
2015-05-08 22:00:00+02:00,8394.7,1349.0,14108.8,220.0,42.0,990.6,686.0,180.6,10320.8,0.0,6414.5,0.0,3894.8,53619.8,51599.8,5386.0,2940.0
2015-05-08 23:00:00+02:00,6356.5,1274.1,13942.4,220.0,43.0,663.8,685.4,199.9,10333.6,0.0,6822.5,0.0,4331.2,49006.5,46984.2,3532.0,3810.0
