,coal,gas,lignite,oil,other,pumped-storage,run-of-the-river,seasonal-store,uranium,Solar_Post,Wind_Post,Solar_Ante,Wind_Ante,Load Ahead,Load,Import,Export
2015-05-01 00:00:00+02:00,6952.3,2210.5,14071.9,219.0,36.0,1692.7,569.6,94.1,10318.5,0.0,3049.5,0.0,4774.5,42216.2,42541.5,492.0,4635.0
2015-05-01 01:00:00+02:00,5076.2,2138.3,13873.6,221.0,37.0,737.8,567.6,81.6,10333.1,0.0,3172.2,0.0,4939.8,39915.0,40422.8,1368.0,4233.0
2015-05-01 02:00:00+02:00,3630.2,2092.3,13559.9,220.0,36.0,436.3,564.1,103.0,10330.5,0.0,3389.8,0.0,5321.0,38825.0,38995.0,2305.0,3970.0
2015-05-01 03:00:00+02:00,3177.8,2094.7,13589.3,219.0,34.0,328.4,560.8,73.6,10303.5,0.0,3391.2,0.0,5235.2,38611.8,38788.8,3391.0,4120.0
2015-05-01 04:00:00+02:00,3195.1,2090.2,13631.1,219.0,37.0,415.8,557.5,91.5,10310.6,0.0,3244.2,0.0,5043.2,39034.8,38691.8,3840.0,4603.0
2015-05-01 05:00:00+02:00,3240.0,2058.8,13663.4,220.0,38.0,253.7,557.6,69.2,10259.6,7.0,2859.2,16.0,4712.5,38856.2,38011.2,3782.0,4517.0
2015-05-01 06:00:00+02:00,3243.9,2084.9,13448.2,219.0,36.0,430.7,557.8,53.5,10278.2,451.5,2501.0,457.5,4228.0,38689.5,36156.5,3884.0,4889.0
2015-05-01 07:00:00+02:00,3416.8,2049.2,13127.8,219.0,37.0,449.3,556.7,82.6,10294.2,2352.2,1929.5,2058.8,3552.0,40503.2,38039.2,3803.0,4951.0
2015-05-01 08:00:00+02:00,3407.7,2037.3,13016.4,220.0,37.0,496.1,557.2,69.1,10268.2,5345.0,1452.0,4524.5,2832.8,44043.8,40971.8,3498.0,4810.0
2015-05-01 09:00:00+02:00,3196.7,2024.5,12910.7,220.0,38.0,895.1,558.3,116.2,10319.5,8129.8,1480.2,7396.2,2600.8,47312.0,44563.8,3004.0,5048.0
2015-05-01 10:00:00+02:00,3664.0,2043.8,12059.9,220.0,37.0,1066.2,561.5,150.0,10328.6,9902.0,1298.0,9863.0,2600.5,49650.0,46507.2,2719.0,4974.0
2015-05-01 11:00:00+02:00,4007.8,2001.7,12271.7,219.0,39.0,975.6,560.6,129.6,10317.4,10811.0,1077.0,11285.8,2786.0,51820.2,48408.8,2743.0,4395.0
2015-05-01 12:00:00+02:00,4223.8,2005.0,11773.1,220.0,39.0,580.4,557.7,114.7,10237.9,11367.2,973.5,11972.8,2978.8,51204.2,47457.2,2262.0,4633.0
2015-05-01 13:00:00+02:00,3727.8,1928.5,11463.9,220.0,39.0,203.0,550.9,61.7,10096.4,11912.8,1090.5,11513.5,3104.5,49228.8,45725.8,2230.0,4849.0
2015-05-01 14:00:00+02:00,2827.5,1916.3,11837.2,220.0,39.0,360.4,544.3,67.5,10101.7,11924.0,1196.2,10430.8,3391.5,47408.5,44473.0,1888.0,5593.0
2015-05-01 15:00:00+02:00,2706.4,1920.7,12235.6,219.0,39.0,327.8,539.3,53.3,10119.6,10738.5,1222.0,8719.8,3677.2,46233.8,43378.5,2383.0,6089.0
2015-05-01 16:00:00+02:00,2679.5,1942.2,12216.4,220.0,39.0,296.4,535.0,51.1,10158.5,9006.0,1317.5,6558.5,3877.5,45765.2,43032.5,3343.0,5516.0
2015-05-01 17:00:00+02:00,2814.6,1973.9,12605.7,220.0,39.0,491.3,530.8,64.1,10205.5,6329.2,1456.2,4331.5,3929.2,46288.8,43825.0,4039.0,4320.0
2015-05-01 18:00:00+02:00,3327.7,2091.0,12996.3,220.0,39.0,1065.5,525.0,82.1,10239.6,3505.5,1553.5,2350.0,3800.2,47472.8,44681.0,3998.0,2985.0
2015-05-01 19:00:00+02:00,3557.6,2056.0,13078.8,220.0,39.0,2086.2,521.3,100.7,10255.0,1321.8,1560.0,837.5,3548.2,47751.2,44638.8,4545.0,2464.0
2015-05-01 20:00:00+02:00,3693.9,2089.6,13093.6,220.0,39.0,2111.5,517.7,90.1,10282.1,177.8,1534.8,108.2,3359.2,47763.8,44367.8,5270.0,2416.0
2015-05-01 21:00:00+02:00,3695.5,2161.7,13102.4,220.0,40.0,2247.4,514.6,142.8,10298.7,0.0,1606.8,0.0,3542.2,47858.5,44897.8,5591.0,2295.0
2015-05-01 22:00:00+02:00,3681.5,2263.0,13090.6,221.0,39.0,2242.5,511.5,303.9,10277.0,0.0,1512.2,0.0,3763.5,46736.2,43753.8,4696.0,2429.0
2015-05-01 23:00:00+02:00,3590.4,2190.9,13014.1,221.0,39.0,1425.4,508.7,224.2,10297.9,0.0,1478.8,0.0,3917.8,43512.5,40490.8,3058.0,2784.0
