,coal,gas,lignite,oil,other,pumped-storage,run-of-the-river,seasonal-store,uranium,Solar_Post,Wind_Post,Solar_Ante,Wind_Ante,Load Ahead,Load,Import,Export
2015-01-01 00:00:00+01:00,4448.9,3272.8,16999.2,215.0,58.3,664.5,80.3,8.4,11462.0,0.0,9092.77,0.0,7977.375,N/A,42558,839,5790
2015-01-01 01:00:00+01:00,3415.2,2880.6,16619.6,215.0,57.6,639.0,80.8,15.0,11866.8,0.0,9233.9,0.0,8280.0,N/A,41620,919,7697
2015-01-01 02:00:00+01:00,3273.4,2790.0,16156.9,215.0,58.1,381.7,79.7,16.3,11806.1,0.0,9287.25,0.0,8412.9,N/A,40611,777,7942
2015-01-01 03:00:00+01:00,3490.6,2651.6,15375.8,215.0,57.0,368.4,78.6,9.7,11807.0,0.0,9352.17,0.0,8502.3,N/A,38809,757,8254
2015-01-01 04:00:00+01:00,3331.8,2712.3,15427.3,216.0,54.5,437.5,77.8,8.4,11743.5,0.0,9382.05,0.0,8668.375,N/A,38411,708,8621
2015-01-01 05:00:00+01:00,3328.0,2850.0,14766.0,215.0,54.5,193.6,77.7,14.3,11486.0,0.0,9542.3,0.0,8849.275,N/A,37426,877,8324
2015-01-01 06:00:00+01:00,3422.0,2851.5,13681.0,216.0,53.5,154.8,77.9,6.6,11090.5,0.0,10069.45,0.0,9022.474999999999,N/A,36115,730,8560
2015-01-01 07:00:00+01:00,3486.5,2918.0,13270.8,215.0,54.4,140.0,77.1,5.9,10831.9,0.0,10806.0,0.0,9313.824999999999,N/A,36229,657,8315
2015-01-01 08:00:00+01:00,3403.6,2966.9,13553.6,214.0,53.6,161.4,75.7,7.3,11047.0,53.1,10867.83,54.349999999999994,9726.324999999999,N/A,36529,954,8647
2015-01-01 09:00:00+01:00,3474.1,2965.2,14025.1,214.0,53.8,202.5,74.3,4.8,10860.0,773.12,10322.35,703.5999999999999,10125.225,N/A,38909,1108,8616
2015-01-01 10:00:00+01:00,3655.7,2973.9,13986.7,215.0,53.5,205.5,74.4,3.8,10884.1,2116.73,10799.62,1830.125,10371.5,N/A,41173,1082,8437
2015-01-01 11:00:00+01:00,3764.2,2913.1,13587.5,215.0,54.9,578.4,77.2,10.9,10743.2,3364.23,11823.88,2786.175,10324.849999999999,N/A,43186,851,8164
2015-01-01 12:00:00+01:00,3922.0,2883.0,13686.9,216.0,53.4,307.3,80.5,9.0,10922.5,4198.2,12695.02,3285.0249999999996,10308.8,N/A,45225,832,8256
2015-01-01 13:00:00+01:00,3957.8,2878.8,13411.2,215.0,53.5,377.5,81.7,3.4,11249.7,3500.43,12687.83,3081.925,10450.0,N/A,44375,998,8569
2015-01-01 14:00:00+01:00,3795.7,2908.8,13580.7,214.0,52.4,474.0,82.8,8.2,11616.4,2279.0,12334.0,2152.975,10708.775000000001,N/A,43602,1196,8537
2015-01-01 15:00:00+01:00,3638.2,2997.8,14429.3,216.0,53.4,1171.9,81.3,17.9,11848.9,745.52,12308.9,860.125,11237.7,N/A,43547,1265,9032
2015-01-01 16:00:00+01:00,3674.2,3051.7,15733.3,215.0,53.5,936.6,78.8,22.0,11784.9,49.8,13911.48,107.32499999999999,11900.875,N/A,45734,1331,8598
2015-01-01 17:00:00+01:00,3950.7,3207.2,16029.9,213.0,54.3,1579.2,78.1,7.7,11837.2,0.0,14825.83,0.0,12613.1,N/A,49478,1645,7868
2015-01-01 18:00:00+01:00,3604.7,3165.7,15303.2,213.0,54.3,1382.3,78.4,4.9,11708.6,0.0,15674.95,0.0,13435.575,N/A,48977,1627,7246
2015-01-01 19:00:00+01:00,3363.8,3164.9,14481.5,214.0,55.2,1040.6,78.8,10.8,11643.8,0.0,16281.77,0.0,14397.8,N/A,48013,1569,7777
2015-01-01 20:00:00+01:00,3335.9,3219.6,13429.6,214.0,57.1,1092.2,79.9,17.8,11126.4,0.0,16897.25,0.0,15553.65,N/A,46133,1656,9118
2015-01-01 21:00:00+01:00,3377.9,3116.6,12342.5,213.0,58.8,548.1,79.9,26.7,10636.3,0.0,17202.92,0.0,16788.65,N/A,44470,1991,9283
2015-01-01 22:00:00+01:00,3273.9,3236.9,11474.0,214.0,59.1,793.1,76.3,51.8,10545.7,0.0,21533.9,0.0,18078.225,N/A,48237,1865,9080
2015-01-01 23:00:00+01:00,3082.6,3114.9,10797.3,213.0,59.4,272.9,75.3,43.4,9880.4,0.0,22482.08,0.0,19496.575,N/A,46446,1677,9044
