,coal,gas,lignite,oil,other,pumped-storage,run-of-the-river,seasonal-store,uranium,Solar_Post,Wind_Post,Solar_Ante,Wind_Ante,Load Ahead,Load,Import,Export
2015-04-01 00:00:00+02:00,3542.3,2766.8,10670.9,281.6,49.9,669.9,547.5,96.1,9804.5,0.0,24188.0,0.0,29410.8,49677.8,51268.8,656.0,8807.0
2015-04-01 01:00:00+02:00,3275.6,2648.4,10950.9,316.3,59.6,498.5,574.1,62.1,10015.9,0.0,23821.8,0.0,29198.0,47610.0,48985.0,660.0,8897.0
2015-04-01 02:00:00+02:00,3252.1,2669.5,10912.9,426.7,59.0,493.8,575.2,66.5,9888.6,0.0,22944.8,0.0,29195.0,46839.5,48351.8,702.0,8910.0
2015-04-01 03:00:00+02:00,3211.2,2716.6,11081.6,439.8,56.6,291.1,577.2,40.1,9992.4,0.0,22423.2,0.0,29088.5,47238.2,48678.2,1284.0,8617.0
2015-04-01 04:00:00+02:00,3547.6,2813.5,11642.1,376.9,53.5,447.4,579.1,63.9,10171.8,0.0,21942.2,0.0,28935.2,48925.5,49692.0,1426.0,8645.0
2015-04-01 05:00:00+02:00,3852.1,2938.4,12352.3,373.6,53.8,1185.7,580.3,106.0,10195.7,0.0,22106.5,0.0,28744.8,52216.8,53104.0,1213.0,8436.0
2015-04-01 06:00:00+02:00,4630.0,3363.1,13012.7,372.6,53.6,1546.4,581.0,157.9,10272.1,2.5,21845.5,6.0,28392.8,59631.5,58818.5,1145.0,6965.0
2015-04-01 07:00:00+02:00,5214.5,3576.3,13171.4,373.7,54.7,2809.1,584.6,186.5,10286.0,490.0,22008.2,569.2,28180.2,65374.5,64013.0,675.0,4911.0
2015-04-01 08:00:00+02:00,5453.5,3471.0,13286.6,373.6,56.6,2842.0,584.5,132.9,10275.0,2522.0,22986.8,2755.8,28372.8,68505.5,67470.0,659.0,4612.0
2015-04-01 09:00:00+02:00,4702.0,3224.7,12995.3,374.7,57.6,1931.6,586.4,140.0,10262.0,5215.5,24299.2,5852.0,28679.0,69263.5,70064.5,478.0,4810.0
2015-04-01 10:00:00+02:00,4338.2,3113.4,13239.4,374.8,41.6,1352.1,581.2,155.9,10259.9,8107.2,25327.2,8824.2,28870.5,69615.0,71341.2,309.0,6010.0
2015-04-01 11:00:00+02:00,4275.6,2862.1,13388.6,376.5,29.6,1143.0,584.1,106.9,10246.1,10768.5,25758.2,11309.5,28766.5,71029.0,72894.0,201.0,6665.0
2015-04-01 12:00:00+02:00,3991.8,2948.6,13072.9,375.8,35.5,461.8,585.3,94.0,10266.8,12644.2,25098.2,12787.8,28574.2,70091.5,71881.0,303.0,7356.0
2015-04-01 13:00:00+02:00,3714.3,2937.4,12964.6,374.9,56.4,328.0,584.9,25.1,10209.5,13662.8,25315.0,12837.2,28656.5,69411.5,70194.0,409.0,8194.0
2015-04-01 14:00:00+02:00,3691.9,2840.7,12887.5,374.8,55.1,372.0,581.8,11.0,9989.5,13933.0,27393.2,12085.2,28752.0,68192.8,70112.5,517.0,8499.0
2015-04-01 15:00:00+02:00,3656.4,2846.7,12559.1,375.8,55.3,737.3,580.5,14.9,9791.6,12634.5,29671.2,10470.2,28478.5,66808.0,68852.8,715.0,8272.0
2015-04-01 16:00:00+02:00,3658.2,2804.5,12859.9,373.8,55.5,720.4,575.8,26.1,9803.8,9646.5,29134.5,7961.0,27877.8,65093.2,67344.2,964.0,8229.0
2015-04-01 17:00:00+02:00,3791.1,2841.9,13537.7,373.5,55.7,1221.2,572.6,57.1,9940.8,6064.0,27924.8,4841.5,27072.5,64735.2,65807.0,1449.0,7635.0
2015-04-01 18:00:00+02:00,4152.3,2894.2,14168.8,374.4,55.3,1326.2,568.7,111.6,10257.6,2680.8,27266.5,2028.5,26040.0,65772.8,64827.8,1616.0,5251.0
2015-04-01 19:00:00+02:00,4805.8,3198.9,14656.9,578.2,55.9,3845.6,567.0,153.3,10331.4,336.2,25303.0,311.5,24854.0,66469.2,65019.0,1250.0,5420.0
2015-04-01 20:00:00+02:00,5202.7,3380.0,14686.6,764.6,58.3,5119.0,565.9,384.4,10395.7,5.2,22780.2,0.0,23724.2,64788.5,64606.8,1099.0,5804.0
2015-04-01 21:00:00+02:00,5130.1,3205.1,14556.8,930.1,57.4,3124.1,558.7,164.0,10395.9,0.0,21253.2,0.0,22937.5,61801.0,60234.0,1193.0,5626.0
2015-04-01 22:00:00+02:00,4795.5,2977.1,14245.7,828.2,58.3,2383.2,552.8,150.1,10401.5,0.0,20954.2,0.0,22229.8,58410.5,57625.8,1003.0,5263.0
2015-04-01 23:00:00+02:00,4255.6,2762.9,14551.9,538.6,59.1,1014.5,544.3,149.9,10412.3,0.0,21260.2,0.0,21485.8,53383.8,52745.5,998.0,6110.0
