,Load_2030
2030-05-05 00:00:00+02:00,39711.3
2030-05-05 01:00:00+02:00,37548.1
2030-05-05 02:00:00+02:00,36408.7
2030-05-05 03:00:00+02:00,36224.5
2030-05-05 04:00:00+02:00,36628.3
2030-05-05 05:00:00+02:00,36605.7
2030-05-05 06:00:00+02:00,36429.6
2030-05-05 07:00:00+02:00,38146.4
2030-05-05 08:00:00+02:00,41052.7
2030-05-05 09:00:00+02:00,43886.6
2030-05-05 10:00:00+02:00,45591.3
2030-05-05 11:00:00+02:00,47695.2
2030-05-05 12:00:00+02:00,47897.3
2030-05-05 13:00:00+02:00,46455.0
2030-05-05 14:00:00+02:00,45156.3
2030-05-05 15:00:00+02:00,44275.1
2030-05-05 16:00:00+02:00,43914.0
2030-05-05 17:00:00+02:00,44987.3
2030-05-05 18:00:00+02:00,46848.5
2030-05-05 19:00:00+02:00,46977.8
2030-05-05 20:00:00+02:00,47006.3
2030-05-05 21:00:00+02:00,47778.6
2030-05-05 22:00:00+02:00,47021.9
2030-05-05 23:00:00+02:00,43209.8
