,Load_2013,Load_2014,Load_2015,Load_2016
2016-11-17 00:00:00+01:00,49063.0,46926.0,51906.2,49298.4
2016-11-17 01:00:00+01:00,47645.0,45304.0,49870.8,47606.6
2016-11-17 02:00:00+01:00,47139.0,43682.0,49430.0,46750.3
2016-11-17 03:00:00+01:00,47328.0,44193.0,49817.0,47112.7
2016-11-17 04:00:00+01:00,48120.0,45163.0,51497.2,48260.1
2016-11-17 05:00:00+01:00,50487.0,47750.0,55587.8,51274.9
2016-11-17 06:00:00+01:00,57695.0,55484.0,64212.0,59130.3
2016-11-17 07:00:00+01:00,63893.0,60417.0,70770.8,65026.9
2016-11-17 08:00:00+01:00,65048.0,63342.0,72575.2,66988.4
2016-11-17 09:00:00+01:00,65591.0,62517.0,72930.8,67012.9
2016-11-17 10:00:00+01:00,62764.0,63233.0,74372.0,66789.7
2016-11-17 11:00:00+01:00,67396.0,63972.0,75028.2,68798.7
2016-11-17 12:00:00+01:00,67452.0,63327.0,74101.2,68293.4
2016-11-17 13:00:00+01:00,66983.0,63077.0,73723.5,67927.8
2016-11-17 14:00:00+01:00,66231.0,62329.0,72456.2,67005.4
2016-11-17 15:00:00+01:00,65465.0,62100.0,72110.5,66558.5
2016-11-17 16:00:00+01:00,65861.0,63059.0,73216.8,67378.9
2016-11-17 17:00:00+01:00,68108.0,65168.0,75027.5,69434.5
2016-11-17 18:00:00+01:00,67341.0,65177.0,73731.5,68749.8
2016-11-17 19:00:00+01:00,65793.0,63432.0,70999.8,66741.6
2016-11-17 20:00:00+01:00,61911.0,59177.0,66254.8,62447.6
2016-11-17 21:00:00+01:00,58897.0,56303.0,62372.8,59190.9
2016-11-17 22:00:00+01:00,55732.0,53241.0,58702.5,55891.8
2016-11-17 23:00:00+01:00,50981.0,48905.0,54194.5,51360.2
