,Load_2013,Load_2014,Load_2015,Load_2016
2016-07-27 00:00:00+02:00,44301.0,44056.0,44831.2,44396.1
2016-07-27 01:00:00+02:00,42807.0,42320.0,43287.0,42804.7
2016-07-27 02:00:00+02:00,42032.0,41458.0,42123.0,41871.0
2016-07-27 03:00:00+02:00,42227.0,41553.0,42229.5,42003.2
2016-07-27 04:00:00+02:00,42598.0,42142.0,43119.8,42619.9
2016-07-27 05:00:00+02:00,44741.0,44851.0,46395.0,45329.0
2016-07-27 06:00:00+02:00,50391.0,50974.0,53097.5,51487.5
2016-07-27 07:00:00+02:00,56341.0,55818.0,58756.0,56971.7
2016-07-27 08:00:00+02:00,60237.0,58667.0,61930.0,60278.0
2016-07-27 09:00:00+02:00,60862.0,59495.0,63949.2,61435.4
2016-07-27 10:00:00+02:00,62438.0,61103.0,65585.0,63042.0
2016-07-27 11:00:00+02:00,64159.0,63392.0,67347.0,64966.0
2016-07-27 12:00:00+02:00,65254.0,63370.0,66608.0,65077.3
2016-07-27 13:00:00+02:00,63954.0,63399.0,65623.8,64325.6
2016-07-27 14:00:00+02:00,62062.0,57520.0,64394.8,61325.6
2016-07-27 15:00:00+02:00,60257.0,61090.0,64013.2,61786.7
2016-07-27 16:00:00+02:00,60004.0,59413.0,62764.0,60727.0
2016-07-27 17:00:00+02:00,59203.0,59739.0,62597.0,60513.0
2016-07-27 18:00:00+02:00,58749.0,58845.0,60919.0,59504.3
2016-07-27 19:00:00+02:00,58667.0,57702.0,60141.5,58836.8
2016-07-27 20:00:00+02:00,55665.0,54927.0,57927.0,56173.0
2016-07-27 21:00:00+02:00,54118.0,53049.0,56613.2,54593.4
2016-07-27 22:00:00+02:00,52083.0,51678.0,53778.2,52513.1
2016-07-27 23:00:00+02:00,48123.0,47363.0,49294.0,48260.0
