,Load_2013,Load_2014,Load_2015,Load_2016
2016-04-05 00:00:00+02:00,44738.0,45538.0,41203.0,43826.3
2016-04-05 01:00:00+02:00,43384.0,44317.0,39540.0,42413.7
2016-04-05 02:00:00+02:00,43095.0,43356.0,38951.5,41800.8
2016-04-05 03:00:00+02:00,43172.0,43395.0,39592.8,42053.3
2016-04-05 04:00:00+02:00,43898.0,44036.0,41607.2,43180.4
2016-04-05 05:00:00+02:00,46256.0,47941.0,45638.2,46611.7
2016-04-05 06:00:00+02:00,52833.0,54580.0,53243.8,53552.3
2016-04-05 07:00:00+02:00,58294.0,60116.0,59157.8,59189.3
2016-04-05 08:00:00+02:00,60838.0,62274.0,63088.2,62066.7
2016-04-05 09:00:00+02:00,61863.0,61690.0,64234.5,62595.8
2016-04-05 10:00:00+02:00,62938.0,61656.0,65357.8,63317.3
2016-04-05 11:00:00+02:00,63849.0,62129.0,66465.0,64147.7
2016-04-05 12:00:00+02:00,63811.0,61835.0,66725.2,64123.7
2016-04-05 13:00:00+02:00,62998.0,61689.0,66207.2,63631.4
2016-04-05 14:00:00+02:00,61759.0,60581.0,64753.0,62364.3
2016-04-05 15:00:00+02:00,59872.0,59838.0,63519.0,61076.3
2016-04-05 16:00:00+02:00,57786.0,58788.0,61772.2,59448.7
2016-04-05 17:00:00+02:00,57984.0,58432.0,60674.0,59030.0
2016-04-05 18:00:00+02:00,58008.0,58638.0,60362.8,59002.9
2016-04-05 19:00:00+02:00,59587.0,60008.0,60480.0,60025.0
2016-04-05 20:00:00+02:00,59756.0,60258.0,61067.8,60360.6
2016-04-05 21:00:00+02:00,57407.0,56517.0,58542.0,57488.7
2016-04-05 22:00:00+02:00,55412.0,53174.0,55379.2,54655.1
2016-04-05 23:00:00+02:00,52167.0,48714.0,50977.5,50619.5
