,Load_2013,Load_2014,Load_2015,Load_2016
2016-07-28 00:00:00+02:00,44906.0,44828.0,46220.0,45318.0
2016-07-28 01:00:00+02:00,43896.0,42873.0,44145.2,43638.1
2016-07-28 02:00:00+02:00,42919.0,41806.0,42938.8,42554.6
2016-07-28 03:00:00+02:00,42431.0,42037.0,42817.2,42428.4
2016-07-28 04:00:00+02:00,43028.0,42599.0,44066.0,43231.0
2016-07-28 05:00:00+02:00,45790.0,44345.0,47251.2,45795.4
2016-07-28 06:00:00+02:00,51131.0,50235.0,54053.8,51806.6
2016-07-28 07:00:00+02:00,55658.0,55608.0,60155.5,57140.5
2016-07-28 08:00:00+02:00,59163.0,58762.0,63161.8,60362.3
2016-07-28 09:00:00+02:00,61113.0,59491.0,64908.8,61837.6
2016-07-28 10:00:00+02:00,63173.0,60513.0,66921.2,63535.7
2016-07-28 11:00:00+02:00,65114.0,60954.0,69099.8,65055.9
2016-07-28 12:00:00+02:00,64625.0,61985.0,68411.5,65007.2
2016-07-28 13:00:00+02:00,63033.0,61900.0,66903.0,63945.3
2016-07-28 14:00:00+02:00,62893.0,61012.0,66556.2,63487.1
2016-07-28 15:00:00+02:00,61321.0,57014.0,64656.5,60997.2
2016-07-28 16:00:00+02:00,59871.0,58354.0,63160.8,60461.9
2016-07-28 17:00:00+02:00,59454.0,58351.0,62120.8,59975.3
2016-07-28 18:00:00+02:00,58747.0,57394.0,60935.0,59025.3
2016-07-28 19:00:00+02:00,58274.0,56573.0,59447.0,58098.0
2016-07-28 20:00:00+02:00,56126.0,54376.0,56244.0,55582.0
2016-07-28 21:00:00+02:00,53975.0,52512.0,54441.0,53642.7
2016-07-28 22:00:00+02:00,52233.0,50057.0,51731.5,51340.5
2016-07-28 23:00:00+02:00,48374.0,46360.0,47421.0,47385.0
