,Load_2013,Load_2014,Load_2015,Load_2016
2016-12-19 00:00:00+01:00,48744.0,46941.0,40946.5,45543.8
2016-12-19 01:00:00+01:00,47691.0,45629.0,38884.2,44068.1
2016-12-19 02:00:00+01:00,47042.0,44914.0,38122.2,43359.4
2016-12-19 03:00:00+01:00,46928.0,45135.0,38573.2,43545.4
2016-12-19 04:00:00+01:00,48341.0,46343.0,40282.5,44988.8
2016-12-19 05:00:00+01:00,51515.0,49271.0,43663.5,48149.8
2016-12-19 06:00:00+01:00,59082.0,56804.0,51580.2,55822.1
2016-12-19 07:00:00+01:00,65046.0,63957.0,58428.0,62477.0
2016-12-19 08:00:00+01:00,66679.0,65939.0,61322.8,64646.9
2016-12-19 09:00:00+01:00,65756.0,66103.0,62254.0,64704.3
2016-12-19 10:00:00+01:00,66842.0,67205.0,62665.5,65570.8
2016-12-19 11:00:00+01:00,67762.0,67621.0,63849.2,66410.7
2016-12-19 12:00:00+01:00,67140.0,66910.0,63327.0,65792.3
2016-12-19 13:00:00+01:00,65932.0,66323.0,62603.0,64952.7
2016-12-19 14:00:00+01:00,65303.0,65685.0,60892.5,63960.2
2016-12-19 15:00:00+01:00,65355.0,65564.0,60944.0,63954.3
2016-12-19 16:00:00+01:00,67587.0,66452.0,62603.0,65547.3
2016-12-19 17:00:00+01:00,69912.0,67818.0,64877.2,67535.7
2016-12-19 18:00:00+01:00,68891.0,67024.0,64359.2,66758.1
2016-12-19 19:00:00+01:00,68139.0,65510.0,62700.0,65449.7
2016-12-19 20:00:00+01:00,64671.0,61761.0,58981.8,61804.6
2016-12-19 21:00:00+01:00,61752.0,58706.0,55210.2,58556.1
2016-12-19 22:00:00+01:00,59679.0,56359.0,53086.8,56374.9
2016-12-19 23:00:00+01:00,55234.0,51556.0,49158.5,51982.8
