,Load_2013,Load_2014,Load_2015,Load_2016
2016-12-14 00:00:00+01:00,51278.0,53152.0,49360.2,51263.4
2016-12-14 01:00:00+01:00,48455.0,51889.0,47327.8,49223.9
2016-12-14 02:00:00+01:00,47447.0,51301.0,46316.0,48354.7
2016-12-14 03:00:00+01:00,47831.0,52014.0,46793.0,48879.3
2016-12-14 04:00:00+01:00,48564.0,52934.0,48594.2,50030.7
2016-12-14 05:00:00+01:00,51517.0,55572.0,51933.8,53007.6
2016-12-14 06:00:00+01:00,58848.0,60966.0,60358.2,60057.4
2016-12-14 07:00:00+01:00,65789.0,66693.0,67640.5,66707.5
2016-12-14 08:00:00+01:00,67530.0,68646.0,70093.5,68756.5
2016-12-14 09:00:00+01:00,66632.0,69315.0,69987.5,68644.8
2016-12-14 10:00:00+01:00,66797.0,67685.0,70951.2,68477.7
2016-12-14 11:00:00+01:00,64579.0,69758.0,71999.5,68778.8
2016-12-14 12:00:00+01:00,66897.0,69229.0,71341.0,69155.7
2016-12-14 13:00:00+01:00,66491.0,69268.0,70441.2,68733.4
2016-12-14 14:00:00+01:00,65771.0,68357.0,69210.8,67779.6
2016-12-14 15:00:00+01:00,65782.0,67824.0,69112.8,67572.9
2016-12-14 16:00:00+01:00,67056.0,68887.0,70679.2,68874.1
2016-12-14 17:00:00+01:00,69357.0,70551.0,72266.2,70724.7
2016-12-14 18:00:00+01:00,68802.0,69797.0,71145.8,69914.9
2016-12-14 19:00:00+01:00,66215.0,67360.0,68619.8,67398.3
2016-12-14 20:00:00+01:00,62813.0,64946.0,64555.5,64104.8
2016-12-14 21:00:00+01:00,60057.0,62300.0,60665.8,61007.6
2016-12-14 22:00:00+01:00,56337.0,60421.0,57552.0,58103.3
2016-12-14 23:00:00+01:00,53433.0,56462.0,52265.5,54053.5
