,Load_2013,Load_2014,Load_2015,Load_2016
2016-02-08 00:00:00+01:00,49835.0,49184.0,49185.0,49401.3
2016-02-08 01:00:00+01:00,48524.0,47893.0,47211.8,47876.3
2016-02-08 02:00:00+01:00,47619.0,46643.0,46102.8,46788.3
2016-02-08 03:00:00+01:00,47002.0,46163.0,46327.5,46497.5
2016-02-08 04:00:00+01:00,48235.0,46175.0,47456.5,47288.8
2016-02-08 05:00:00+01:00,51215.0,48939.0,51032.8,50395.6
2016-02-08 06:00:00+01:00,59478.0,57181.0,59555.2,58738.1
2016-02-08 07:00:00+01:00,66816.0,63680.0,66376.2,65624.1
2016-02-08 08:00:00+01:00,70101.0,65723.0,69133.8,68319.3
2016-02-08 09:00:00+01:00,71832.0,65975.0,69864.8,69223.9
2016-02-08 10:00:00+01:00,72759.0,66074.0,71258.5,70030.5
2016-02-08 11:00:00+01:00,73378.0,66850.0,72083.5,70770.5
2016-02-08 12:00:00+01:00,73125.0,67517.0,71837.2,70826.4
2016-02-08 13:00:00+01:00,72154.0,66819.0,71434.2,70135.7
2016-02-08 14:00:00+01:00,70863.0,65320.0,70544.2,68909.1
2016-02-08 15:00:00+01:00,68887.0,64639.0,69437.2,67654.4
2016-02-08 16:00:00+01:00,68061.0,64155.0,68384.0,66866.7
2016-02-08 17:00:00+01:00,69820.0,65652.0,69662.8,68378.3
2016-02-08 18:00:00+01:00,72206.0,68490.0,70773.2,70489.7
2016-02-08 19:00:00+01:00,69578.0,67317.0,69111.0,68668.7
2016-02-08 20:00:00+01:00,66301.0,63367.0,64832.8,64833.6
2016-02-08 21:00:00+01:00,63424.0,60869.0,61349.5,61880.8
2016-02-08 22:00:00+01:00,61281.0,58285.0,58829.5,59465.2
2016-02-08 23:00:00+01:00,57273.0,54005.0,54183.8,55153.9
