,Load_2013,Load_2014,Load_2015,Load_2016
2016-04-23 00:00:00+02:00,45621.0,39903.0,43097.5,42873.8
2016-04-23 01:00:00+02:00,43647.0,38353.0,41135.2,41045.1
2016-04-23 02:00:00+02:00,42860.0,37739.0,39783.2,40127.4
2016-04-23 03:00:00+02:00,43023.0,37779.0,39582.2,40128.1
2016-04-23 04:00:00+02:00,42977.0,38116.0,39833.2,40308.7
2016-04-23 05:00:00+02:00,42568.0,38657.0,40186.5,40470.5
2016-04-23 06:00:00+02:00,43103.0,39202.0,41112.8,41139.3
2016-04-23 07:00:00+02:00,45388.0,41775.0,44516.8,43893.3
2016-04-23 08:00:00+02:00,48627.0,45916.0,48894.5,47812.5
2016-04-23 09:00:00+02:00,50575.0,48970.0,52136.0,50560.3
2016-04-23 10:00:00+02:00,51890.0,49773.0,53772.2,51811.7
2016-04-23 11:00:00+02:00,52139.0,50513.0,54581.8,52411.3
2016-04-23 12:00:00+02:00,51622.0,50682.0,53953.2,52085.7
2016-04-23 13:00:00+02:00,50275.0,50832.0,52149.8,51085.6
2016-04-23 14:00:00+02:00,48791.0,49688.0,50739.2,49739.4
2016-04-23 15:00:00+02:00,47896.0,49235.0,49935.8,49022.3
2016-04-23 16:00:00+02:00,47033.0,48182.0,49053.8,48089.6
2016-04-23 17:00:00+02:00,47566.0,48445.0,50197.5,48736.2
2016-04-23 18:00:00+02:00,48258.0,49901.0,49836.8,49331.9
2016-04-23 19:00:00+02:00,49355.0,50318.0,49205.0,49626.0
2016-04-23 20:00:00+02:00,48979.0,50204.0,48212.5,49131.8
2016-04-23 21:00:00+02:00,48244.0,49329.0,47198.8,48257.3
2016-04-23 22:00:00+02:00,45800.0,48000.0,45047.5,46282.5
2016-04-23 23:00:00+02:00,42797.0,44357.0,41546.8,42900.3
