,Load_2013,Load_2014,Load_2015,Load_2016
2016-03-12 00:00:00+01:00,47731.0,49601.0,47325.8,48219.3
2016-03-12 01:00:00+01:00,45610.0,47659.0,44887.8,46052.3
2016-03-12 02:00:00+01:00,44127.0,46599.0,43744.5,44823.5
2016-03-12 03:00:00+01:00,44064.0,46102.0,43570.8,44578.9
2016-03-12 04:00:00+01:00,44388.0,46302.0,43931.0,44873.7
2016-03-12 05:00:00+01:00,44653.0,46256.0,44310.5,45073.2
2016-03-12 06:00:00+01:00,45375.0,46726.0,44744.2,45615.1
2016-03-12 07:00:00+01:00,47492.0,49227.0,47798.8,48172.6
2016-03-12 08:00:00+01:00,50495.0,52222.0,52332.0,51683.0
2016-03-12 09:00:00+01:00,54032.0,54551.0,55465.2,54682.7
2016-03-12 10:00:00+01:00,56028.0,55326.0,57200.8,56184.9
2016-03-12 11:00:00+01:00,57098.0,54343.0,57815.0,56418.7
2016-03-12 12:00:00+01:00,57028.0,53375.0,57088.8,55830.6
2016-03-12 13:00:00+01:00,55373.0,52083.0,55549.5,54335.2
2016-03-12 14:00:00+01:00,52826.0,50293.0,54357.8,52492.3
2016-03-12 15:00:00+01:00,51517.0,48801.0,53791.8,51369.9
2016-03-12 16:00:00+01:00,50886.0,49386.0,52941.0,51071.0
2016-03-12 17:00:00+01:00,52651.0,50951.0,53748.5,52450.2
2016-03-12 18:00:00+01:00,56614.0,54281.0,56898.5,55931.2
2016-03-12 19:00:00+01:00,56490.0,56133.0,56477.5,56366.8
2016-03-12 20:00:00+01:00,52177.0,53745.0,52762.5,52894.8
2016-03-12 21:00:00+01:00,50412.0,51508.0,49866.0,50595.3
2016-03-12 22:00:00+01:00,49926.0,50056.0,49077.2,49686.4
2016-03-12 23:00:00+01:00,47458.0,46819.0,45281.2,46519.4
