,Load_2013,Load_2014,Load_2015,Load_2016
2016-03-14 00:00:00+01:00,47478.0,45799.0,44163.2,45813.4
2016-03-14 01:00:00+01:00,46112.0,43842.0,42598.5,44184.2
2016-03-14 02:00:00+01:00,45710.0,42877.0,41789.0,43458.7
2016-03-14 03:00:00+01:00,46031.0,43379.0,42707.2,44039.1
2016-03-14 04:00:00+01:00,46964.0,44724.0,44368.8,45352.3
2016-03-14 05:00:00+01:00,49689.0,48577.0,48374.2,48880.1
2016-03-14 06:00:00+01:00,55947.0,56683.0,56298.5,56309.5
2016-03-14 07:00:00+01:00,61735.0,60836.0,62383.0,61651.3
2016-03-14 08:00:00+01:00,64677.0,63433.0,64979.2,64363.1
2016-03-14 09:00:00+01:00,65649.0,62282.0,65760.0,64563.7
2016-03-14 10:00:00+01:00,66749.0,63005.0,67362.5,65705.5
2016-03-14 11:00:00+01:00,68035.0,66051.0,68511.5,67532.5
2016-03-14 12:00:00+01:00,67654.0,63662.0,67831.8,66382.6
2016-03-14 13:00:00+01:00,67312.0,62896.0,67187.5,65798.5
2016-03-14 14:00:00+01:00,66529.0,61639.0,66350.0,64839.3
2016-03-14 15:00:00+01:00,65865.0,60700.0,64783.0,63782.7
2016-03-14 16:00:00+01:00,64801.0,59148.0,62744.0,62231.0
2016-03-14 17:00:00+01:00,64892.0,59892.0,62455.2,62413.1
2016-03-14 18:00:00+01:00,67027.0,63535.0,66161.5,65574.5
2016-03-14 19:00:00+01:00,67402.0,65296.0,67828.8,66842.3
2016-03-14 20:00:00+01:00,63353.0,61552.0,63583.0,62829.3
2016-03-14 21:00:00+01:00,60409.0,57915.0,60107.2,59477.1
2016-03-14 22:00:00+01:00,57637.0,55151.0,56445.2,56411.1
2016-03-14 23:00:00+01:00,54205.0,51740.0,51253.2,52399.4
