,Load_2013,Load_2014,Load_2015,Load_2016
2016-07-04 00:00:00+02:00,41208.0,38066.0,42424.5,40566.2
2016-07-04 01:00:00+02:00,39661.0,36647.0,40499.0,38935.7
2016-07-04 02:00:00+02:00,38702.0,35826.0,40281.2,38269.7
2016-07-04 03:00:00+02:00,38870.0,35618.0,40884.5,38457.5
2016-07-04 04:00:00+02:00,40363.0,37132.0,41728.2,39741.1
2016-07-04 05:00:00+02:00,42914.0,39712.0,44552.8,42392.9
2016-07-04 06:00:00+02:00,49476.0,47748.0,54236.2,50486.7
2016-07-04 07:00:00+02:00,55648.0,53854.0,61386.5,56962.8
2016-07-04 08:00:00+02:00,58778.0,57044.0,64426.8,60082.9
2016-07-04 09:00:00+02:00,59725.0,57472.0,65913.5,61036.8
2016-07-04 10:00:00+02:00,61806.0,58526.0,67395.8,62575.9
2016-07-04 11:00:00+02:00,63697.0,59657.0,68873.2,64075.7
2016-07-04 12:00:00+02:00,63859.0,58961.0,68208.5,63676.2
2016-07-04 13:00:00+02:00,63584.0,59089.0,67680.5,63451.2
2016-07-04 14:00:00+02:00,62888.0,58086.0,66025.2,62333.1
2016-07-04 15:00:00+02:00,61785.0,57238.0,64408.2,61143.7
2016-07-04 16:00:00+02:00,59561.0,55833.0,62790.2,59394.7
2016-07-04 17:00:00+02:00,58058.0,55367.0,61880.0,58435.0
2016-07-04 18:00:00+02:00,57371.0,55135.0,61097.2,57867.7
2016-07-04 19:00:00+02:00,55996.0,54741.0,60735.5,57157.5
2016-07-04 20:00:00+02:00,53650.0,52597.0,57986.0,54744.3
2016-07-04 21:00:00+02:00,51600.0,49965.0,55520.0,52361.7
2016-07-04 22:00:00+02:00,50091.0,48256.0,53785.0,50710.7
2016-07-04 23:00:00+02:00,46534.0,45317.0,49567.5,47139.5
