,Load_2013,Load_2014,Load_2015,Load_2016
2016-08-27 00:00:00+02:00,40855.0,40003.0,43772.0,41543.3
2016-08-27 01:00:00+02:00,39640.0,38478.0,41633.0,39917.0
2016-08-27 02:00:00+02:00,38727.0,37155.0,40334.0,38738.7
2016-08-27 03:00:00+02:00,38408.0,36843.0,39917.5,38389.5
2016-08-27 04:00:00+02:00,38482.0,37234.0,39927.5,38547.8
2016-08-27 05:00:00+02:00,38951.0,37423.0,40754.8,39042.9
2016-08-27 06:00:00+02:00,40178.0,38375.0,42605.8,40386.3
2016-08-27 07:00:00+02:00,42472.0,40667.0,45914.2,43017.7
2016-08-27 08:00:00+02:00,45070.0,44119.0,49619.0,46269.3
2016-08-27 09:00:00+02:00,47724.0,47080.0,52891.8,49231.9
2016-08-27 10:00:00+02:00,49870.0,49234.0,54712.5,51272.2
2016-08-27 11:00:00+02:00,52303.0,50361.0,55910.8,52858.3
2016-08-27 12:00:00+02:00,52990.0,50040.0,55321.8,52783.9
2016-08-27 13:00:00+02:00,52426.0,48402.0,53355.2,51394.4
2016-08-27 14:00:00+02:00,51316.0,46872.0,51698.5,49962.2
2016-08-27 15:00:00+02:00,50000.0,46136.0,50357.0,48831.0
2016-08-27 16:00:00+02:00,48604.0,45530.0,49751.8,47961.9
2016-08-27 17:00:00+02:00,47635.0,45281.0,49617.8,47511.3
2016-08-27 18:00:00+02:00,47162.0,45892.0,49642.0,47565.3
2016-08-27 19:00:00+02:00,46336.0,46210.0,49081.2,47209.1
2016-08-27 20:00:00+02:00,45765.0,45263.0,48707.2,46578.4
2016-08-27 21:00:00+02:00,45114.0,43606.0,47228.5,45316.2
2016-08-27 22:00:00+02:00,43612.0,41537.0,44659.0,43269.3
2016-08-27 23:00:00+02:00,41535.0,38309.0,41757.2,40533.7
