,Load_2013,Load_2014,Load_2015,Load_2016
2016-09-28 00:00:00+02:00,41409.0,42291.0,46192.5,43297.5
2016-09-28 01:00:00+02:00,40516.0,41070.0,44249.0,41945.0
2016-09-28 02:00:00+02:00,39956.0,40529.0,43105.2,41196.7
2016-09-28 03:00:00+02:00,40524.0,40931.0,43522.5,41659.2
2016-09-28 04:00:00+02:00,41671.0,41708.0,45035.8,42804.9
2016-09-28 05:00:00+02:00,44738.0,44757.0,48779.8,46091.6
2016-09-28 06:00:00+02:00,52349.0,52081.0,57835.0,54088.3
2016-09-28 07:00:00+02:00,57861.0,57990.0,63221.2,59690.7
2016-09-28 08:00:00+02:00,60412.0,59328.0,65532.2,61757.4
2016-09-28 09:00:00+02:00,60233.0,59609.0,66347.0,62063.0
2016-09-28 10:00:00+02:00,60753.0,60441.0,67351.0,62848.3
2016-09-28 11:00:00+02:00,61868.0,62031.0,68538.8,64145.9
2016-09-28 12:00:00+02:00,61134.0,62647.0,67731.5,63837.5
2016-09-28 13:00:00+02:00,60040.0,61778.0,66539.2,62785.7
2016-09-28 14:00:00+02:00,59259.0,60333.0,65078.5,61556.8
2016-09-28 15:00:00+02:00,57450.0,58650.0,63401.2,59833.7
2016-09-28 16:00:00+02:00,56245.0,57580.0,61591.5,58472.2
2016-09-28 17:00:00+02:00,56402.0,57714.0,60981.8,58365.9
2016-09-28 18:00:00+02:00,56906.0,57680.0,61838.2,58808.1
2016-09-28 19:00:00+02:00,58853.0,59251.0,64741.2,60948.4
2016-09-28 20:00:00+02:00,56731.0,57748.0,62634.8,59037.9
2016-09-28 21:00:00+02:00,53227.0,52727.0,58512.5,54822.2
2016-09-28 22:00:00+02:00,49436.0,49930.0,54430.2,51265.4
2016-09-28 23:00:00+02:00,45698.0,46773.0,49621.0,47364.0
