,Load_2013,Load_2014,Load_2015,Load_2016
2016-08-11 00:00:00+02:00,41712.0,40825.0,45773.5,42770.2
2016-08-11 01:00:00+02:00,40562.0,39295.0,43892.5,41249.8
2016-08-11 02:00:00+02:00,40309.0,38369.0,42589.0,40422.3
2016-08-11 03:00:00+02:00,40548.0,38590.0,42972.2,40703.4
2016-08-11 04:00:00+02:00,41134.0,39593.0,43865.2,41530.7
2016-08-11 05:00:00+02:00,43445.0,42477.0,46924.5,44282.2
2016-08-11 06:00:00+02:00,48798.0,47646.0,53387.5,49943.8
2016-08-11 07:00:00+02:00,53205.0,52789.0,58844.8,54946.3
2016-08-11 08:00:00+02:00,56012.0,56096.0,61936.2,58014.7
2016-08-11 09:00:00+02:00,57726.0,56876.0,63566.8,59389.6
2016-08-11 10:00:00+02:00,59029.0,58163.0,65358.5,60850.2
2016-08-11 11:00:00+02:00,57959.0,59200.0,67104.2,61421.1
2016-08-11 12:00:00+02:00,60144.0,58637.0,66766.8,61849.3
2016-08-11 13:00:00+02:00,59504.0,57679.0,66898.0,61360.3
2016-08-11 14:00:00+02:00,58114.0,56706.0,66011.0,60277.0
2016-08-11 15:00:00+02:00,56661.0,55788.0,65433.8,59294.3
2016-08-11 16:00:00+02:00,55580.0,54526.0,63919.0,58008.3
2016-08-11 17:00:00+02:00,54662.0,53499.0,63055.8,57072.3
2016-08-11 18:00:00+02:00,54019.0,53409.0,62219.5,56549.2
2016-08-11 19:00:00+02:00,52999.0,52888.0,61093.2,55660.1
2016-08-11 20:00:00+02:00,51221.0,51118.0,58858.8,53732.6
2016-08-11 21:00:00+02:00,50425.0,50410.0,57667.2,52834.1
2016-08-11 22:00:00+02:00,47610.0,47393.0,54467.5,49823.5
2016-08-11 23:00:00+02:00,43398.0,43913.0,50330.8,45880.6
