,Load_2013,Load_2014,Load_2015,Load_2016
2016-06-06 00:00:00+02:00,42263.0,38341.0,38612.2,39738.7
2016-06-06 01:00:00+02:00,40417.0,36725.0,36845.0,37995.7
2016-06-06 02:00:00+02:00,39428.0,35939.0,36246.2,37204.4
2016-06-06 03:00:00+02:00,39774.0,36841.0,36405.0,37673.3
2016-06-06 04:00:00+02:00,40824.0,38136.0,37416.2,38792.1
2016-06-06 05:00:00+02:00,43737.0,41077.0,40958.5,41924.2
2016-06-06 06:00:00+02:00,50696.0,48320.0,50835.5,49950.5
2016-06-06 07:00:00+02:00,56809.0,54536.0,57525.5,56290.2
2016-06-06 08:00:00+02:00,61425.0,57774.0,60626.0,59941.7
2016-06-06 09:00:00+02:00,62880.0,58179.0,61859.2,60972.7
2016-06-06 10:00:00+02:00,63542.0,59856.0,63171.2,62189.7
2016-06-06 11:00:00+02:00,64472.0,61662.0,64911.5,63681.8
2016-06-06 12:00:00+02:00,63711.0,61204.0,64936.5,63283.8
2016-06-06 13:00:00+02:00,63106.0,60415.0,63949.2,62490.1
2016-06-06 14:00:00+02:00,61877.0,59102.0,62540.8,61173.3
2016-06-06 15:00:00+02:00,59858.0,57800.0,61868.5,59842.2
2016-06-06 16:00:00+02:00,55846.0,56107.0,60472.5,57475.2
2016-06-06 17:00:00+02:00,58497.0,55063.0,60093.5,57884.5
2016-06-06 18:00:00+02:00,57532.0,54994.0,59787.8,57437.9
2016-06-06 19:00:00+02:00,56523.0,55638.0,59239.0,57133.3
2016-06-06 20:00:00+02:00,54456.0,53965.0,56661.8,55027.6
2016-06-06 21:00:00+02:00,52798.0,52036.0,54039.5,52957.8
2016-06-06 22:00:00+02:00,50833.0,50060.0,52062.2,50985.1
2016-06-06 23:00:00+02:00,46714.0,45809.0,47199.8,46574.3
