,Load_2013,Load_2014,Load_2015,Load_2016
2016-05-10 00:00:00+02:00,44199.0,44637.0,45110.8,44648.9
2016-05-10 01:00:00+02:00,43290.0,43689.0,43273.2,43417.4
2016-05-10 02:00:00+02:00,42951.0,42895.0,42174.2,42673.4
2016-05-10 03:00:00+02:00,43295.0,43164.0,42399.5,42952.8
2016-05-10 04:00:00+02:00,44009.0,44095.0,43680.2,43928.1
2016-05-10 05:00:00+02:00,46067.0,46880.0,46937.8,46628.3
2016-05-10 06:00:00+02:00,52690.0,52480.0,54260.5,53143.5
2016-05-10 07:00:00+02:00,57448.0,57935.0,59597.2,58326.7
2016-05-10 08:00:00+02:00,61945.0,60629.0,62047.8,61540.6
2016-05-10 09:00:00+02:00,62462.0,61742.0,62732.8,62312.3
2016-05-10 10:00:00+02:00,63234.0,62653.0,64180.5,63355.8
2016-05-10 11:00:00+02:00,65038.0,63952.0,65952.2,64980.7
2016-05-10 12:00:00+02:00,63663.0,64090.0,66031.2,64594.7
2016-05-10 13:00:00+02:00,63022.0,65307.0,65643.0,64657.3
2016-05-10 14:00:00+02:00,61619.0,63879.0,64906.0,63468.0
2016-05-10 15:00:00+02:00,60882.0,59139.0,63866.2,61295.7
2016-05-10 16:00:00+02:00,59758.0,59930.0,63309.8,60999.3
2016-05-10 17:00:00+02:00,58349.0,59557.0,62511.5,60139.2
2016-05-10 18:00:00+02:00,58096.0,59217.0,62837.2,60050.1
2016-05-10 19:00:00+02:00,56673.0,58325.0,61864.5,58954.2
2016-05-10 20:00:00+02:00,54198.0,56856.0,58770.5,56608.2
2016-05-10 21:00:00+02:00,53346.0,55266.0,56845.0,55152.3
2016-05-10 22:00:00+02:00,50839.0,51675.0,53415.2,51976.4
2016-05-10 23:00:00+02:00,47438.0,46460.0,48965.0,47621.0
