,Load_2013,Load_2014,Load_2015,Load_2016
2016-02-24 00:00:00+01:00,51085.0,50934.0,50699.2,50906.1
2016-02-24 01:00:00+01:00,49597.0,48943.0,48768.8,49102.9
2016-02-24 02:00:00+01:00,48685.0,47903.0,47977.2,48188.4
2016-02-24 03:00:00+01:00,48880.0,47499.0,48079.2,48152.7
2016-02-24 04:00:00+01:00,49403.0,49003.0,49201.5,49202.5
2016-02-24 05:00:00+01:00,51871.0,51229.0,52326.5,51808.8
2016-02-24 06:00:00+01:00,58555.0,58650.0,59613.8,58939.6
2016-02-24 07:00:00+01:00,65149.0,64170.0,64647.0,64655.3
2016-02-24 08:00:00+01:00,70159.0,65366.0,66470.0,67331.7
2016-02-24 09:00:00+01:00,70262.0,65018.0,66034.2,67104.7
2016-02-24 10:00:00+01:00,71339.0,65272.0,67015.5,67875.5
2016-02-24 11:00:00+01:00,72466.0,65477.0,68450.8,68797.9
2016-02-24 12:00:00+01:00,72205.0,64882.0,68042.0,68376.3
2016-02-24 13:00:00+01:00,71409.0,64908.0,67140.8,67819.3
2016-02-24 14:00:00+01:00,70500.0,62896.0,66040.8,66478.9
2016-02-24 15:00:00+01:00,68554.0,62345.0,64964.5,65287.8
2016-02-24 16:00:00+01:00,63644.0,61059.0,63631.2,62778.1
2016-02-24 17:00:00+01:00,64163.0,62295.0,64594.0,63684.0
2016-02-24 18:00:00+01:00,67430.0,66137.0,68577.2,67381.4
2016-02-24 19:00:00+01:00,66344.0,65592.0,67755.2,66563.7
2016-02-24 20:00:00+01:00,62287.0,61203.0,63792.0,62427.3
2016-02-24 21:00:00+01:00,59837.0,58508.0,60790.8,59711.9
2016-02-24 22:00:00+01:00,58117.0,56299.0,58214.2,57543.4
2016-02-24 23:00:00+01:00,54703.0,52719.0,53795.8,53739.3
