,Load_2013,Load_2014,Load_2015,Load_2016
2016-05-14 00:00:00+02:00,40829.0,44415.0,40487.0,41910.3
2016-05-14 01:00:00+02:00,38999.0,42520.0,38045.5,39854.8
2016-05-14 02:00:00+02:00,38416.0,41775.0,36882.0,39024.3
2016-05-14 03:00:00+02:00,38588.0,41536.0,36774.8,38966.3
2016-05-14 04:00:00+02:00,39339.0,41774.0,37440.0,39517.7
2016-05-14 05:00:00+02:00,39786.0,41766.0,37822.8,39791.6
2016-05-14 06:00:00+02:00,41177.0,42227.0,39742.0,41048.7
2016-05-14 07:00:00+02:00,44013.0,43641.0,43382.5,43678.8
2016-05-14 08:00:00+02:00,47954.0,47759.0,47410.5,47707.8
2016-05-14 09:00:00+02:00,50555.0,51163.0,50589.0,50769.0
2016-05-14 10:00:00+02:00,51850.0,53399.0,52758.0,52669.0
2016-05-14 11:00:00+02:00,52620.0,53781.0,54157.0,53519.3
2016-05-14 12:00:00+02:00,51767.0,53060.0,53453.0,52760.0
2016-05-14 13:00:00+02:00,50069.0,52321.0,51841.0,51410.3
2016-05-14 14:00:00+02:00,49140.0,50587.0,51202.2,50309.7
2016-05-14 15:00:00+02:00,47482.0,49515.0,50257.2,49084.7
2016-05-14 16:00:00+02:00,47239.0,48817.0,50428.2,48828.1
2016-05-14 17:00:00+02:00,47639.0,48395.0,50399.0,48811.0
2016-05-14 18:00:00+02:00,48091.0,47678.0,50933.0,48900.7
2016-05-14 19:00:00+02:00,48582.0,47248.0,49828.0,48552.7
2016-05-14 20:00:00+02:00,46088.0,46149.0,47652.5,46629.8
2016-05-14 21:00:00+02:00,45955.0,45990.0,46342.0,46095.7
2016-05-14 22:00:00+02:00,44316.0,45237.0,45306.5,44953.2
2016-05-14 23:00:00+02:00,40916.0,42462.0,41951.2,41776.4
