,Load_2013,Load_2014,Load_2015,Load_2016
2016-04-20 00:00:00+02:00,43648.0,46684.0,43586.0,44639.3
2016-04-20 01:00:00+02:00,42018.0,45065.0,41988.5,43023.8
2016-04-20 02:00:00+02:00,41439.0,44235.0,41166.8,42280.3
2016-04-20 03:00:00+02:00,41874.0,44774.0,41905.5,42851.2
2016-04-20 04:00:00+02:00,43035.0,45890.0,43570.0,44165.0
2016-04-20 05:00:00+02:00,46185.0,48536.0,47475.0,47398.7
2016-04-20 06:00:00+02:00,52730.0,53359.0,54557.2,53548.7
2016-04-20 07:00:00+02:00,57502.0,58834.0,59819.0,58718.3
2016-04-20 08:00:00+02:00,60220.0,61026.0,62670.2,61305.4
2016-04-20 09:00:00+02:00,61797.0,59982.0,63896.5,61891.8
2016-04-20 10:00:00+02:00,63385.0,61048.0,65155.5,63196.2
2016-04-20 11:00:00+02:00,65279.0,62627.0,66223.8,64709.9
2016-04-20 12:00:00+02:00,64845.0,62550.0,65432.5,64275.8
2016-04-20 13:00:00+02:00,64066.0,61387.0,64465.8,63306.3
2016-04-20 14:00:00+02:00,62327.0,60109.0,62842.2,61759.4
2016-04-20 15:00:00+02:00,60879.0,59259.0,60886.0,60341.3
2016-04-20 16:00:00+02:00,58870.0,57388.0,58911.2,58389.7
2016-04-20 17:00:00+02:00,58298.0,56450.0,58404.0,57717.3
2016-04-20 18:00:00+02:00,58403.0,56309.0,57900.5,57537.5
2016-04-20 19:00:00+02:00,57347.0,57057.0,57715.0,57373.0
2016-04-20 20:00:00+02:00,57612.0,57937.0,56872.5,57473.8
2016-04-20 21:00:00+02:00,56459.0,56435.0,56006.5,56300.2
2016-04-20 22:00:00+02:00,51620.0,53322.0,51980.0,52307.3
2016-04-20 23:00:00+02:00,47705.0,48736.0,47474.8,47971.9
