,Load_2013,Load_2014,Load_2015,Load_2016
2016-03-11 00:00:00+01:00,52335.0,50557.0,48788.0,50560.0
2016-03-11 01:00:00+01:00,50151.0,49053.0,46650.0,48618.0
2016-03-11 02:00:00+01:00,49374.0,48437.0,45944.2,47918.4
2016-03-11 03:00:00+01:00,49275.0,48882.0,46563.8,48240.3
2016-03-11 04:00:00+01:00,50236.0,49800.0,47867.2,49301.1
2016-03-11 05:00:00+01:00,52343.0,52215.0,50408.5,51655.5
2016-03-11 06:00:00+01:00,58171.0,58019.0,57812.0,58000.7
2016-03-11 07:00:00+01:00,62159.0,62334.0,62737.5,62410.2
2016-03-11 08:00:00+01:00,64071.0,63810.0,65371.5,64417.5
2016-03-11 09:00:00+01:00,65411.0,63836.0,66515.8,65254.3
2016-03-11 10:00:00+01:00,66242.0,63128.0,67466.8,65612.3
2016-03-11 11:00:00+01:00,67577.0,63763.0,68948.5,66762.8
2016-03-11 12:00:00+01:00,67106.0,63055.0,67524.8,65895.3
2016-03-11 13:00:00+01:00,66046.0,62504.0,64863.5,64471.2
2016-03-11 14:00:00+01:00,64238.0,60615.0,63295.0,62716.0
2016-03-11 15:00:00+01:00,62864.0,60268.0,62637.5,61923.2
2016-03-11 16:00:00+01:00,61527.0,59137.0,61626.2,60763.4
2016-03-11 17:00:00+01:00,61637.0,60572.0,62515.5,61574.8
2016-03-11 18:00:00+01:00,64636.0,64213.0,64320.0,64389.7
2016-03-11 19:00:00+01:00,64644.0,64619.0,64890.0,64717.7
2016-03-11 20:00:00+01:00,59648.0,60443.0,60962.5,60351.2
2016-03-11 21:00:00+01:00,56341.0,56229.0,57041.2,56537.1
2016-03-11 22:00:00+01:00,54152.0,54861.0,54539.5,54517.5
2016-03-11 23:00:00+01:00,51312.0,51376.0,50610.0,51099.3
