,Load_2013,Load_2014,Load_2015,Load_2016
2016-04-01 00:00:00+02:00,47421.0,47849.0,46798.8,47356.3
2016-04-01 01:00:00+02:00,45104.0,45897.0,44235.5,45078.8
2016-04-01 02:00:00+02:00,43509.0,44952.0,42962.2,43807.7
2016-04-01 03:00:00+02:00,42915.0,45143.0,42185.8,43414.6
2016-04-01 04:00:00+02:00,42364.0,46735.0,42329.0,43809.3
2016-04-01 05:00:00+02:00,41209.0,49912.0,41410.0,44177.0
2016-04-01 06:00:00+02:00,39515.0,55601.0,39474.5,44863.5
2016-04-01 07:00:00+02:00,40666.0,59869.0,40237.5,46924.2
2016-04-01 08:00:00+02:00,43289.0,61256.0,43614.2,49386.4
2016-04-01 09:00:00+02:00,46091.0,61339.0,47021.0,51483.7
2016-04-01 10:00:00+02:00,47966.0,61646.0,49837.2,53149.7
2016-04-01 11:00:00+02:00,49914.0,62158.0,52165.2,54745.7
2016-04-01 12:00:00+02:00,50372.0,61634.0,51117.0,54374.3
2016-04-01 13:00:00+02:00,48455.0,60702.0,48718.5,52625.2
2016-04-01 14:00:00+02:00,47445.0,59379.0,46708.0,51177.3
2016-04-01 15:00:00+02:00,53083.0,58016.0,45211.8,52103.6
2016-04-01 16:00:00+02:00,52002.0,56694.0,44371.5,51022.5
2016-04-01 17:00:00+02:00,51755.0,57075.0,45088.0,51306.0
2016-04-01 18:00:00+02:00,54778.0,59175.0,46118.5,53357.2
2016-04-01 19:00:00+02:00,56361.0,61829.0,46674.8,54954.9
2016-04-01 20:00:00+02:00,54590.0,58700.0,48361.8,53883.9
2016-04-01 21:00:00+02:00,53127.0,54391.0,47109.5,51542.5
2016-04-01 22:00:00+02:00,53335.0,52318.0,46401.0,50684.7
2016-04-01 23:00:00+02:00,49988.0,48417.0,43721.0,47375.3
