,Load_2013,Load_2014,Load_2015,Load_2016
2016-02-26 00:00:00+01:00,51572.0,50100.0,52884.0,51518.7
2016-02-26 01:00:00+01:00,49859.0,48393.0,50954.5,49735.5
2016-02-26 02:00:00+01:00,48862.0,47715.0,49402.5,48659.8
2016-02-26 03:00:00+01:00,48707.0,47531.0,49415.0,48551.0
2016-02-26 04:00:00+01:00,49096.0,48647.0,50860.5,49534.5
2016-02-26 05:00:00+01:00,51654.0,50838.0,53665.0,52052.3
2016-02-26 06:00:00+01:00,57660.0,56634.0,60438.5,58244.2
2016-02-26 07:00:00+01:00,62679.0,62740.0,65321.5,63580.2
2016-02-26 08:00:00+01:00,65197.0,64100.0,67084.5,65460.5
2016-02-26 09:00:00+01:00,64937.0,63070.0,67766.2,65257.7
2016-02-26 10:00:00+01:00,65777.0,63733.0,68380.8,65963.6
2016-02-26 11:00:00+01:00,67042.0,64195.0,68753.0,66663.3
2016-02-26 12:00:00+01:00,67233.0,63527.0,68192.0,66317.3
2016-02-26 13:00:00+01:00,66225.0,62115.0,67529.5,65289.8
2016-02-26 14:00:00+01:00,64691.0,60938.0,65820.0,63816.3
2016-02-26 15:00:00+01:00,63653.0,59721.0,65278.5,62884.2
2016-02-26 16:00:00+01:00,62693.0,58874.0,63925.5,61830.8
2016-02-26 17:00:00+01:00,63237.0,59152.0,64163.2,62184.1
2016-02-26 18:00:00+01:00,66885.0,63313.0,66366.5,65521.5
2016-02-26 19:00:00+01:00,65669.0,62808.0,65586.5,64687.8
2016-02-26 20:00:00+01:00,61879.0,58036.0,62127.2,60680.7
2016-02-26 21:00:00+01:00,59743.0,55067.0,59334.5,58048.2
2016-02-26 22:00:00+01:00,58300.0,53697.0,57764.5,56587.2
2016-02-26 23:00:00+01:00,56246.0,50224.0,54651.8,53707.3
