,Load_2013,Load_2014,Load_2015,Load_2016
2016-09-08 00:00:00+02:00,42793.0,44154.0,45828.2,44258.4
2016-09-08 01:00:00+02:00,41663.0,42606.0,44023.2,42764.1
2016-09-08 02:00:00+02:00,41351.0,41443.0,43119.8,41971.3
2016-09-08 03:00:00+02:00,41101.0,41442.0,43255.8,41932.9
2016-09-08 04:00:00+02:00,41933.0,42116.0,44593.0,42880.7
2016-09-08 05:00:00+02:00,44873.0,45264.0,48214.5,46117.2
2016-09-08 06:00:00+02:00,51983.0,51017.0,56195.2,53065.1
2016-09-08 07:00:00+02:00,55328.0,56320.0,61137.5,57595.2
2016-09-08 08:00:00+02:00,57029.0,58834.0,63627.2,59830.1
2016-09-08 09:00:00+02:00,57860.0,59321.0,64066.5,60415.8
2016-09-08 10:00:00+02:00,59899.0,60748.0,65124.8,61923.9
2016-09-08 11:00:00+02:00,61704.0,62534.0,66375.0,63537.7
2016-09-08 12:00:00+02:00,61408.0,62438.0,66380.0,63408.7
2016-09-08 13:00:00+02:00,61529.0,61830.0,65891.8,63083.6
2016-09-08 14:00:00+02:00,60675.0,60754.0,64762.5,62063.8
2016-09-08 15:00:00+02:00,59778.0,58891.0,63857.2,60842.1
2016-09-08 16:00:00+02:00,58438.0,57289.0,62218.8,59315.3
2016-09-08 17:00:00+02:00,57365.0,56405.0,61198.2,58322.7
2016-09-08 18:00:00+02:00,56567.0,56721.0,61091.2,58126.4
2016-09-08 19:00:00+02:00,56010.0,56833.0,62247.0,58363.3
2016-09-08 20:00:00+02:00,56655.0,56917.0,62647.8,58739.9
2016-09-08 21:00:00+02:00,54070.0,53444.0,58249.2,55254.4
2016-09-08 22:00:00+02:00,49785.0,49598.0,54213.0,51198.7
2016-09-08 23:00:00+02:00,46182.0,46288.0,49710.0,47393.3
