,Load_2013,Load_2014,Load_2015,Load_2016
2016-04-19 00:00:00+02:00,43758.0,50437.0,43214.2,45803.1
2016-04-19 01:00:00+02:00,41965.0,48202.0,41526.2,43897.7
2016-04-19 02:00:00+02:00,41164.0,47235.0,40612.2,43003.7
2016-04-19 03:00:00+02:00,41759.0,47186.0,40786.8,43243.9
2016-04-19 04:00:00+02:00,42412.0,47893.0,42321.0,44208.7
2016-04-19 05:00:00+02:00,45230.0,51274.0,46084.2,47529.4
2016-04-19 06:00:00+02:00,52315.0,57023.0,52893.8,54077.3
2016-04-19 07:00:00+02:00,58157.0,61507.0,58675.5,59446.5
2016-04-19 08:00:00+02:00,60160.0,65210.0,61501.5,62290.5
2016-04-19 09:00:00+02:00,60823.0,66342.0,62222.0,63129.0
2016-04-19 10:00:00+02:00,61322.0,67944.0,64201.5,64489.2
2016-04-19 11:00:00+02:00,61490.0,69155.0,66746.2,65797.1
2016-04-19 12:00:00+02:00,61057.0,68615.0,66938.0,65536.7
2016-04-19 13:00:00+02:00,57125.0,67716.0,65969.2,63603.4
2016-04-19 14:00:00+02:00,59485.0,66040.0,64148.8,63224.6
2016-04-19 15:00:00+02:00,59251.0,65173.0,62734.8,62386.3
2016-04-19 16:00:00+02:00,57082.0,62985.0,60534.0,60200.3
2016-04-19 17:00:00+02:00,57037.0,61844.0,59644.8,59508.6
2016-04-19 18:00:00+02:00,57064.0,60731.0,58798.8,58864.6
2016-04-19 19:00:00+02:00,57450.0,60215.0,58564.8,58743.3
2016-04-19 20:00:00+02:00,57078.0,59661.0,57563.5,58100.8
2016-04-19 21:00:00+02:00,54314.0,57984.0,55913.8,56070.6
2016-04-19 22:00:00+02:00,50871.0,53699.0,52136.5,52235.5
2016-04-19 23:00:00+02:00,46502.0,50014.0,47722.5,48079.5
