,Load_2013,Load_2014,Load_2015,Load_2016
2016-05-13 00:00:00+02:00,39816.0,44940.0,38697.2,41151.1
2016-05-13 01:00:00+02:00,37878.0,43962.0,36896.2,39578.7
2016-05-13 02:00:00+02:00,37610.0,43640.0,36057.0,39102.3
2016-05-13 03:00:00+02:00,37468.0,44230.0,36123.5,39273.8
2016-05-13 04:00:00+02:00,38705.0,45221.0,37704.5,40543.5
2016-05-13 05:00:00+02:00,41263.0,48033.0,40211.2,43169.1
2016-05-13 06:00:00+02:00,45900.0,54477.0,45594.8,48657.3
2016-05-13 07:00:00+02:00,50395.0,59696.0,51109.5,53733.5
2016-05-13 08:00:00+02:00,54592.0,62808.0,54627.8,57342.6
2016-05-13 09:00:00+02:00,47254.0,62783.0,56144.2,55393.7
2016-05-13 10:00:00+02:00,42832.0,62887.0,57774.5,54497.8
2016-05-13 11:00:00+02:00,48658.0,64218.0,58405.5,57093.8
2016-05-13 12:00:00+02:00,57032.0,64209.0,57500.8,59580.6
2016-05-13 13:00:00+02:00,55996.0,63738.0,55971.8,58568.6
2016-05-13 14:00:00+02:00,55353.0,62454.0,54666.2,57491.1
2016-05-13 15:00:00+02:00,54127.0,61184.0,53441.8,56250.9
2016-05-13 16:00:00+02:00,53693.0,60408.0,52908.2,55669.7
2016-05-13 17:00:00+02:00,53783.0,59946.0,52912.2,55547.1
2016-05-13 18:00:00+02:00,54034.0,58489.0,52723.8,55082.3
2016-05-13 19:00:00+02:00,53489.0,57016.0,52006.2,54170.4
2016-05-13 20:00:00+02:00,52255.0,54945.0,50164.5,52454.8
2016-05-13 21:00:00+02:00,51021.0,53179.0,49720.0,51306.7
2016-05-13 22:00:00+02:00,48087.0,50400.0,47827.8,48771.6
2016-05-13 23:00:00+02:00,44299.0,47040.0,43816.0,45051.7
