,Load_2013,Load_2014,Load_2015,Load_2016
2016-08-22 00:00:00+02:00,38504.0,37954.0,40920.8,39126.3
2016-08-22 01:00:00+02:00,37359.0,37000.0,39797.8,38052.3
2016-08-22 02:00:00+02:00,37242.0,36069.0,39094.0,37468.3
2016-08-22 03:00:00+02:00,37563.0,35236.0,39373.8,37390.9
2016-08-22 04:00:00+02:00,38544.0,36399.0,40866.5,38603.2
2016-08-22 05:00:00+02:00,41592.0,40660.0,44610.8,42287.6
2016-08-22 06:00:00+02:00,48162.0,46966.0,52392.8,49173.6
2016-08-22 07:00:00+02:00,53715.0,54311.0,58465.0,55497.0
2016-08-22 08:00:00+02:00,57876.0,58280.0,61746.8,59300.9
2016-08-22 09:00:00+02:00,59958.0,59641.0,63005.2,60868.1
2016-08-22 10:00:00+02:00,60913.0,61273.0,65483.8,62556.6
2016-08-22 11:00:00+02:00,61970.0,62866.0,66523.2,63786.4
2016-08-22 12:00:00+02:00,60844.0,62293.0,65742.5,62959.8
2016-08-22 13:00:00+02:00,59745.0,61278.0,64998.8,62007.3
2016-08-22 14:00:00+02:00,58795.0,60071.0,65099.0,61321.7
2016-08-22 15:00:00+02:00,58129.0,59005.0,64299.0,60477.7
2016-08-22 16:00:00+02:00,56763.0,57384.0,62259.8,58802.3
2016-08-22 17:00:00+02:00,56192.0,57319.0,61743.8,58418.3
2016-08-22 18:00:00+02:00,55913.0,56908.0,61056.0,57959.0
2016-08-22 19:00:00+02:00,54630.0,57431.0,61320.0,57793.7
2016-08-22 20:00:00+02:00,52449.0,55255.0,60143.5,55949.2
2016-08-22 21:00:00+02:00,51432.0,53485.0,58463.2,54460.1
2016-08-22 22:00:00+02:00,48160.0,48825.0,54835.5,50606.8
2016-08-22 23:00:00+02:00,44742.0,45436.0,51531.0,47236.3
