,Load_2013,Load_2014,Load_2015,Load_2016
2016-07-30 00:00:00+02:00,43137.0,44189.0,44494.2,43940.1
2016-07-30 01:00:00+02:00,41005.0,41542.0,42149.5,41565.5
2016-07-30 02:00:00+02:00,40029.0,40191.0,40877.8,40365.9
2016-07-30 03:00:00+02:00,39809.0,39636.0,40514.5,39986.5
2016-07-30 04:00:00+02:00,39627.0,39493.0,40182.8,39767.6
2016-07-30 05:00:00+02:00,39625.0,39753.0,40493.8,39957.3
2016-07-30 06:00:00+02:00,41037.0,41906.0,41749.0,41564.0
2016-07-30 07:00:00+02:00,43879.0,44467.0,45069.5,44471.8
2016-07-30 08:00:00+02:00,47334.0,47897.0,49135.0,48122.0
2016-07-30 09:00:00+02:00,50160.0,50552.0,52233.0,50981.7
2016-07-30 10:00:00+02:00,52059.0,51689.0,53869.2,52539.1
2016-07-30 11:00:00+02:00,53637.0,52416.0,54807.5,53620.2
2016-07-30 12:00:00+02:00,52915.0,51563.0,53864.5,52780.8
2016-07-30 13:00:00+02:00,51295.0,50328.0,49823.5,50482.2
2016-07-30 14:00:00+02:00,50342.0,48850.0,49046.2,49412.7
2016-07-30 15:00:00+02:00,49224.0,47858.0,48049.0,48377.0
2016-07-30 16:00:00+02:00,48171.0,47302.0,47345.5,47606.2
2016-07-30 17:00:00+02:00,48785.0,47496.0,48296.2,48192.4
2016-07-30 18:00:00+02:00,48753.0,47144.0,48449.0,48115.3
2016-07-30 19:00:00+02:00,48187.0,47468.0,47707.2,47787.4
2016-07-30 20:00:00+02:00,45874.0,45122.0,45489.2,45495.1
2016-07-30 21:00:00+02:00,45441.0,44415.0,44977.5,44944.5
2016-07-30 22:00:00+02:00,44969.0,43765.0,43600.2,44111.4
2016-07-30 23:00:00+02:00,42145.0,41478.0,40384.0,41335.7
