,Load_2013,Load_2014,Load_2015,Load_2016
2016-11-27 00:00:00+01:00,43971.0,43576.0,48195.2,45247.4
2016-11-27 01:00:00+01:00,41716.0,41122.0,45511.0,42783.0
2016-11-27 02:00:00+01:00,41018.0,39567.0,44395.2,41660.1
2016-11-27 03:00:00+01:00,40510.0,38885.0,44099.2,41164.7
2016-11-27 04:00:00+01:00,40706.0,38983.0,43987.0,41225.3
2016-11-27 05:00:00+01:00,40528.0,38803.0,43147.0,40826.0
2016-11-27 06:00:00+01:00,39810.0,38488.0,42594.0,40297.3
2016-11-27 07:00:00+01:00,40843.0,40499.0,44755.5,42032.5
2016-11-27 08:00:00+01:00,44100.0,42881.0,48336.8,45105.9
2016-11-27 09:00:00+01:00,47224.0,46241.0,52236.8,48567.3
2016-11-27 10:00:00+01:00,49715.0,48470.0,55257.2,51147.4
2016-11-27 11:00:00+01:00,52780.0,49819.0,57984.8,53527.9
2016-11-27 12:00:00+01:00,53935.0,50045.0,57938.2,53972.7
2016-11-27 13:00:00+01:00,53251.0,48374.0,56484.5,52703.2
2016-11-27 14:00:00+01:00,52538.0,46982.0,55357.8,51625.9
2016-11-27 15:00:00+01:00,52645.0,46440.0,55461.5,51515.5
2016-11-27 16:00:00+01:00,53821.0,48278.0,57527.0,53208.7
2016-11-27 17:00:00+01:00,56013.0,53741.0,60499.8,56751.3
2016-11-27 18:00:00+01:00,56395.0,55139.0,61110.8,57548.3
2016-11-27 19:00:00+01:00,54425.0,53543.0,59034.2,55667.4
2016-11-27 20:00:00+01:00,53230.0,50403.0,56924.5,53519.2
2016-11-27 21:00:00+01:00,52155.0,49202.0,56189.2,52515.4
2016-11-27 22:00:00+01:00,52413.0,48863.0,55809.0,52361.7
2016-11-27 23:00:00+01:00,50031.0,46114.0,51725.5,49290.2
