,Load_2013,Load_2014,Load_2015,Load_2016
2016-09-06 00:00:00+02:00,46211.0,42866.0,45558.2,44878.4
2016-09-06 01:00:00+02:00,44212.0,41622.0,43788.8,43207.6
2016-09-06 02:00:00+02:00,42985.0,40813.0,42780.5,42192.8
2016-09-06 03:00:00+02:00,42735.0,41191.0,43215.2,42380.4
2016-09-06 04:00:00+02:00,42889.0,42094.0,44577.2,43186.7
2016-09-06 05:00:00+02:00,45485.0,44513.0,48463.2,46153.7
2016-09-06 06:00:00+02:00,51449.0,50748.0,56618.8,52938.6
2016-09-06 07:00:00+02:00,56108.0,55459.0,61421.2,57662.7
2016-09-06 08:00:00+02:00,59584.0,55126.0,64089.0,59599.7
2016-09-06 09:00:00+02:00,60948.0,58842.0,64539.0,61443.0
2016-09-06 10:00:00+02:00,62141.0,60228.0,65718.0,62695.7
2016-09-06 11:00:00+02:00,63224.0,61899.0,67705.2,64276.1
2016-09-06 12:00:00+02:00,62401.0,60993.0,67575.8,63656.6
2016-09-06 13:00:00+02:00,61965.0,60267.0,67270.0,63167.3
2016-09-06 14:00:00+02:00,60258.0,58824.0,66057.2,61713.1
2016-09-06 15:00:00+02:00,59013.0,57558.0,64341.0,60304.0
2016-09-06 16:00:00+02:00,56953.0,56229.0,62632.0,58604.7
2016-09-06 17:00:00+02:00,56119.0,55722.0,62192.0,58011.0
2016-09-06 18:00:00+02:00,56216.0,55121.0,61738.5,57691.8
2016-09-06 19:00:00+02:00,55792.0,54800.0,62067.5,57553.2
2016-09-06 20:00:00+02:00,56021.0,54498.0,62316.0,57611.7
2016-09-06 21:00:00+02:00,52528.0,52090.0,58175.0,54264.3
2016-09-06 22:00:00+02:00,48203.0,49226.0,53832.2,50420.4
2016-09-06 23:00:00+02:00,43949.0,45800.0,49203.2,46317.4
