,Load_2013,Load_2014,Load_2015,Load_2016
2016-10-28 00:00:00+02:00,43178.0,46650.0,46996.5,45608.2
2016-10-28 01:00:00+02:00,42280.0,45147.0,44736.0,44054.3
2016-10-28 02:00:00+02:00,42137.0,44180.0,43589.8,43302.3
2016-10-28 03:00:00+02:00,42476.0,44318.0,44302.5,43698.8
2016-10-28 04:00:00+02:00,43875.0,45277.0,46037.0,45063.0
2016-10-28 05:00:00+02:00,46830.0,48479.0,49810.0,48373.0
2016-10-28 06:00:00+02:00,54128.0,55009.0,58168.8,55768.6
2016-10-28 07:00:00+02:00,60442.0,61459.0,63811.5,61904.2
2016-10-28 08:00:00+02:00,61820.0,63641.0,66736.2,64065.7
2016-10-28 09:00:00+02:00,61968.0,63519.0,67361.8,64282.9
2016-10-28 10:00:00+02:00,62423.0,63613.0,68323.2,64786.4
2016-10-28 11:00:00+02:00,62803.0,64000.0,68720.2,65174.4
2016-10-28 12:00:00+02:00,62193.0,62930.0,67305.0,64142.7
2016-10-28 13:00:00+02:00,61346.0,61543.0,65732.5,62873.8
2016-10-28 14:00:00+02:00,59890.0,60207.0,63985.0,61360.7
2016-10-28 15:00:00+02:00,58520.0,59152.0,63328.5,60333.5
2016-10-28 16:00:00+02:00,57666.0,58146.0,62954.8,59588.9
2016-10-28 17:00:00+02:00,57891.0,58116.0,66911.0,60972.7
2016-10-28 18:00:00+02:00,60823.0,60820.0,67113.2,62918.7
2016-10-28 19:00:00+02:00,61400.0,61643.0,64935.5,62659.5
2016-10-28 20:00:00+02:00,57079.0,57648.0,60498.8,58408.6
2016-10-28 21:00:00+02:00,53864.0,55034.0,56727.2,55208.4
2016-10-28 22:00:00+02:00,52113.0,53056.0,53679.2,52949.4
2016-10-28 23:00:00+02:00,48700.0,50060.0,49339.5,49366.5
