,Load_2013,Load_2014,Load_2015,Load_2016
2016-11-13 00:00:00+01:00,45023.0,41224.0,43815.0,43354.0
2016-11-13 01:00:00+01:00,43360.0,39058.0,41484.8,41300.9
2016-11-13 02:00:00+01:00,42197.0,38271.0,40483.0,40317.0
2016-11-13 03:00:00+01:00,41786.0,38177.0,40329.5,40097.5
2016-11-13 04:00:00+01:00,41777.0,38642.0,40911.8,40443.6
2016-11-13 05:00:00+01:00,41335.0,38797.0,41196.5,40442.8
2016-11-13 06:00:00+01:00,41370.0,38968.0,41589.5,40642.5
2016-11-13 07:00:00+01:00,42612.0,40262.0,43606.5,42160.2
2016-11-13 08:00:00+01:00,44248.0,43156.0,47177.2,44860.4
2016-11-13 09:00:00+01:00,46544.0,46174.0,51172.0,47963.3
2016-11-13 10:00:00+01:00,48966.0,48108.0,54202.0,50425.3
2016-11-13 11:00:00+01:00,51089.0,50032.0,57090.0,52737.0
2016-11-13 12:00:00+01:00,51323.0,50517.0,56645.5,52828.5
2016-11-13 13:00:00+01:00,50270.0,48982.0,54354.0,51202.0
2016-11-13 14:00:00+01:00,49136.0,47650.0,52545.0,49777.0
2016-11-13 15:00:00+01:00,48213.0,47264.0,52229.0,49235.3
2016-11-13 16:00:00+01:00,49174.0,48937.0,53752.8,50621.3
2016-11-13 17:00:00+01:00,53851.0,54190.0,57706.8,55249.3
2016-11-13 18:00:00+01:00,55412.0,55258.0,58521.0,56397.0
2016-11-13 19:00:00+01:00,54623.0,53572.0,56883.0,55026.0
2016-11-13 20:00:00+01:00,51253.0,50569.0,54176.2,51999.4
2016-11-13 21:00:00+01:00,49697.0,48744.0,51769.2,50070.1
2016-11-13 22:00:00+01:00,49404.0,48180.0,51254.0,49612.7
2016-11-13 23:00:00+01:00,46834.0,45670.0,47576.0,46693.3
