,Load_2013,Load_2014,Load_2015,Load_2016
2016-01-12 00:00:00+01:00,47122.0,49016.0,50950.0,49029.3
2016-01-12 01:00:00+01:00,45054.0,46229.0,48796.0,46693.0
2016-01-12 02:00:00+01:00,44828.0,45271.0,48270.0,46123.0
2016-01-12 03:00:00+01:00,44874.0,45639.0,48277.0,46263.3
2016-01-12 04:00:00+01:00,45691.0,46807.0,49302.0,47266.7
2016-01-12 05:00:00+01:00,47898.0,49646.0,51870.0,49804.7
2016-01-12 06:00:00+01:00,55909.0,57233.0,58189.0,57110.3
2016-01-12 07:00:00+01:00,62642.0,63582.0,64111.0,63445.0
2016-01-12 08:00:00+01:00,65061.0,65638.0,65883.0,65527.3
2016-01-12 09:00:00+01:00,65560.0,64416.0,65539.0,65171.7
2016-01-12 10:00:00+01:00,66260.0,64880.0,65799.0,65646.3
2016-01-12 11:00:00+01:00,67789.0,65274.0,67179.0,66747.3
2016-01-12 12:00:00+01:00,67624.0,65035.0,67933.0,66864.0
2016-01-12 13:00:00+01:00,66678.0,64668.0,66960.0,66102.0
2016-01-12 14:00:00+01:00,66460.0,64089.0,65799.0,65449.3
2016-01-12 15:00:00+01:00,65848.0,63420.0,64703.0,64657.0
2016-01-12 16:00:00+01:00,65846.0,63385.0,64422.0,64551.0
2016-01-12 17:00:00+01:00,68817.0,66823.0,68409.0,68016.3
2016-01-12 18:00:00+01:00,68551.0,66463.0,67335.0,67449.7
2016-01-12 19:00:00+01:00,65755.0,65013.0,64116.0,64961.3
2016-01-12 20:00:00+01:00,61796.0,60202.0,58519.0,60172.3
2016-01-12 21:00:00+01:00,59069.0,57383.0,55942.0,57464.7
2016-01-12 22:00:00+01:00,56318.0,54769.0,54780.0,55289.0
2016-01-12 23:00:00+01:00,50957.0,51071.0,51765.0,51264.3
