,Load_2013,Load_2014,Load_2015,Load_2016
2016-12-25 00:00:00+01:00,41963.0,37986.0,36801.8,38916.9
2016-12-25 01:00:00+01:00,39033.0,36099.0,33989.8,36373.9
2016-12-25 02:00:00+01:00,36877.0,35527.0,33037.2,35147.1
2016-12-25 03:00:00+01:00,36471.0,35075.0,32685.0,34743.7
2016-12-25 04:00:00+01:00,36170.0,35203.0,33633.0,35002.0
2016-12-25 05:00:00+01:00,36368.0,35155.0,34069.2,35197.4
2016-12-25 06:00:00+01:00,36825.0,35412.0,34384.2,35540.4
2016-12-25 07:00:00+01:00,38178.0,37136.0,36511.8,37275.3
2016-12-25 08:00:00+01:00,40430.0,39971.0,39346.0,39915.7
2016-12-25 09:00:00+01:00,43539.0,44198.0,43257.2,43664.7
2016-12-25 10:00:00+01:00,46161.0,47171.0,46131.5,46487.8
2016-12-25 11:00:00+01:00,47194.0,49591.0,48652.2,48479.1
2016-12-25 12:00:00+01:00,46670.0,49795.0,47607.2,48024.1
2016-12-25 13:00:00+01:00,43979.0,46345.0,44354.8,44892.9
2016-12-25 14:00:00+01:00,42487.0,45298.0,42734.0,43506.3
2016-12-25 15:00:00+01:00,41627.0,43613.0,42287.8,42509.3
2016-12-25 16:00:00+01:00,43970.0,44741.0,43806.0,44172.3
2016-12-25 17:00:00+01:00,47192.0,48128.0,46692.8,47337.6
2016-12-25 18:00:00+01:00,47541.0,48532.0,47252.5,47775.2
2016-12-25 19:00:00+01:00,46822.0,48823.0,46345.5,47330.2
2016-12-25 20:00:00+01:00,45306.0,47828.0,44183.5,45772.5
2016-12-25 21:00:00+01:00,45428.0,46020.0,42853.5,44767.2
2016-12-25 22:00:00+01:00,46045.0,43752.0,42384.8,44060.6
2016-12-25 23:00:00+01:00,43186.0,41281.0,39383.8,41283.6
