,Load_2022
2022-09-24 00:00:00+02:00,42581.3
2022-09-24 01:00:00+02:00,40702.3
2022-09-24 02:00:00+02:00,39593.5
2022-09-24 03:00:00+02:00,39365.5
2022-09-24 04:00:00+02:00,39749.3
2022-09-24 05:00:00+02:00,40444.9
2022-09-24 06:00:00+02:00,42447.1
2022-09-24 07:00:00+02:00,44920.4
2022-09-24 08:00:00+02:00,48023.7
2022-09-24 09:00:00+02:00,50573.9
2022-09-24 10:00:00+02:00,52324.4
2022-09-24 11:00:00+02:00,53251.8
2022-09-24 12:00:00+02:00,52806.4
2022-09-24 13:00:00+02:00,50891.8
2022-09-24 14:00:00+02:00,49068.1
2022-09-24 15:00:00+02:00,48087.1
2022-09-24 16:00:00+02:00,47623.5
2022-09-24 17:00:00+02:00,48223.2
2022-09-24 18:00:00+02:00,48717.3
2022-09-24 19:00:00+02:00,49978.3
2022-09-24 20:00:00+02:00,48688.5
2022-09-24 21:00:00+02:00,45542.8
2022-09-24 22:00:00+02:00,43487.0
2022-09-24 23:00:00+02:00,40737.5
