,Load_2022
2022-07-08 00:00:00+02:00,44571.6
2022-07-08 01:00:00+02:00,42905.0
2022-07-08 02:00:00+02:00,42094.3
2022-07-08 03:00:00+02:00,42194.3
2022-07-08 04:00:00+02:00,43092.5
2022-07-08 05:00:00+02:00,45252.7
2022-07-08 06:00:00+02:00,51969.3
2022-07-08 07:00:00+02:00,57247.7
2022-07-08 08:00:00+02:00,60924.2
2022-07-08 09:00:00+02:00,61891.5
2022-07-08 10:00:00+02:00,63371.1
2022-07-08 11:00:00+02:00,64427.3
2022-07-08 12:00:00+02:00,63734.7
2022-07-08 13:00:00+02:00,62176.7
2022-07-08 14:00:00+02:00,60587.8
2022-07-08 15:00:00+02:00,59337.7
2022-07-08 16:00:00+02:00,57717.4
2022-07-08 17:00:00+02:00,56655.0
2022-07-08 18:00:00+02:00,55459.2
2022-07-08 19:00:00+02:00,54115.5
2022-07-08 20:00:00+02:00,52054.0
2022-07-08 21:00:00+02:00,50328.3
2022-07-08 22:00:00+02:00,49219.7
2022-07-08 23:00:00+02:00,46276.8
