,Load_2022
2022-06-10 00:00:00+02:00,43836.9
2022-06-10 01:00:00+02:00,42023.3
2022-06-10 02:00:00+02:00,41321.7
2022-06-10 03:00:00+02:00,41631.1
2022-06-10 04:00:00+02:00,42357.0
2022-06-10 05:00:00+02:00,44531.0
2022-06-10 06:00:00+02:00,51521.7
2022-06-10 07:00:00+02:00,57193.6
2022-06-10 08:00:00+02:00,60032.5
2022-06-10 09:00:00+02:00,60807.2
2022-06-10 10:00:00+02:00,62259.0
2022-06-10 11:00:00+02:00,63363.3
2022-06-10 12:00:00+02:00,62821.6
2022-06-10 13:00:00+02:00,61785.9
2022-06-10 14:00:00+02:00,58754.6
2022-06-10 15:00:00+02:00,58986.7
2022-06-10 16:00:00+02:00,57409.1
2022-06-10 17:00:00+02:00,56706.2
2022-06-10 18:00:00+02:00,55851.5
2022-06-10 19:00:00+02:00,55045.3
2022-06-10 20:00:00+02:00,52509.9
2022-06-10 21:00:00+02:00,50702.1
2022-06-10 22:00:00+02:00,49629.2
2022-06-10 23:00:00+02:00,46339.5
